ID,polish,english,hindi,label,pred_english,conf_english_yes,conf_english_no,pred_polish,conf_polish_yes,conf_polish_no,pred_hindi,conf_hindi_yes,conf_hindi_no
19,"Karm ich lokalnymi jajkami, wtedy to będzie miało jakiś sens.","Feed them local eggs, then it'll be of some use.",deshi anda khilao tab to kuch fayda he,1,No,-4.12805461883545,-4.12805461883545,No,-3.55551958084106,-3.55551958084106,No,-7.93013143539429,-7.93013143539429
20,"A co z tymi naksalitami, którzy zamordowali naszych 26 żołnierzy? Jeszcze żaden naksalita nie został zabity, ale 12 Pakistańczyków zginęło, to dobrze, ale kiedy pomścisz 26 żołnierzy, czy będziesz nadal grać fałszywą melodię Pakistanu?","And what about those Naxalites who martyred our 26 soldiers? Not a single Naxalite has been killed yet, but 12 Pakistanis were killed, that's good, but when will you take revenge for the 26 soldiers, or will you keep playing Pakistan's false tune like this?",aur un maksaliyo ka kya jinho ne humare 26 jawano ko shaheed kya tah abhi tak ek bhi naksali nahi mara par pakistan ke 12 mar diye achchi bat hai par 26jawano   ka badla kab loge  ya phir pak ka jhuta rag aisi hi karte raho ge,1,No,-3.76094484329224,-3.76094484329224,No,-3.34263038635254,-3.34263038635254,No,-6.31161880493164,-6.31161880493164
21,"To prawda, zgódźmy się, dlaczego Mamata Banerjee nie pozwoliła na fajerwerki podczas Diwali? Gdzie wtedy byli wszyscy posłańcy pokoju?","This is true, let's agree, why didn't Mamata Banerjee allow firecrackers during Diwali? Where were all the peace messengers then?",Ye bat sahi he chalo manlete he mamata benrji Diwali me kyu fhatake nahi chalane nahi diye tab sabhi santi  dut  kaha gaye the,1,No,-4.02121829986572,-4.02121829986572,No,-3.3930139541626,-3.3930139541626,No,-7.63538217544556,-7.63538217544556
22,"Ta bezużyteczna, hazardowa rząd nie przejmuje się już, tylko potępia.","This useless, gambling government doesn't care anymore, just keep condemning.",Nikammi juebaz sarkar pe koi farq ni padta ab .bs ninda kra lo inse,1,No,-3.8583984375,-3.8583984375,No,-3.4502067565918,-3.4502067565918,No,-7.01611852645874,-7.01611852645874
23,"Bo ten, kto niszczy świat jak ISIS, niszczy Indie w ten sam sposób.","Because the one who destroys the world like ISIS, destroys India in the same way.",Kyu ki jisay isis puri duniya ko kokla karta hai wisay hi ye india ko barbad karta hai,1,No,-3.98420548439026,-3.98420548439026,No,-3.55252122879028,-3.55252122879028,No,-7.41244697570801,-7.41244697570801
24,"Atif, pewnie bardzo cię to boli... twoich 7 pakistańskich braci zginęło, prawda?","Atif, you must be in a lot of pain... your 7 Pakistani brothers were killed, right?",Atif tujhe bahut taklif hui hogi.....tere 7 pakistani bhai maare gye na....,1,No,-3.4415819644928,-3.4415819644928,No,-3.21736478805542,-3.21736478805542,No,-7.12980270385742,-7.12980270385742
25,"Chotu, nie zmieniaj swojej drogi, idź tak dalej, stado się porusza, psy szczekają, nie ma zmartwień, biedna strona zawsze dostaje swoje mięso, jesteś ostrym mieczem z obu stron, Chotu.","Chotu, don't change your path, keep going like this, the herd moves, dogs bark, no worries, the poor side always gets its meat, you're a sharp sword on both sides, Chotu.",Chotu tera raasta mat badalna yesehi chalte rahna hati jati hy kutte pukarte hy koi parva nahi gareeb paksh Jo hotahy uski meet jaroor hohi hy tu dono vor tej talvar hy chotu,1,No,-3.99098253250122,-3.99098253250122,No,-3.28479433059692,-3.28479433059692,No,-7.65106582641602,-7.65106582641602
26,"Czyli nie pójdziesz na jatkę, ale oni mogą.","So you won't go on a yatra, but they can.",yani  aap  yatra  nahi  nikal  akt   but  wo  nikal  akt,1,No,-3.89101958274841,-3.89101958274841,No,-3.30883312225342,-3.30883312225342,No,-5.49015140533447,-5.49015140533447
27,"Ci, którzy nazywają wiadomości fałszywymi, tak naprawdę się boją, nic więcej.","Those who call the news fake are actually scared, nothing else.",Jojo news ko jhoota bata rahe wo asal mein dar rahe hai aur kuch nahi,1,No,-4.23553800582886,-4.23553800582886,No,-3.56903553009033,-3.56903553009033,No,-7.7436957359314,-7.7436957359314
28,Tylko ktoś przeciwko krajowi może to powiedzieć.,Only someone against the country can say this.,Jo desh k khilaf h wahi Ye sab bol sakta hai,1,No,-3.98265409469605,-3.98265409469605,No,-3.6578004360199,-3.6578004360199,No,-7.50174856185913,-7.50174856185913
29,Ja też odchodzę.,I'm leaving too.,M bhi chhod rha hun,1,No,-3.84429597854614,-3.84429597854614,No,-3.37203454971313,-3.37203454971313,No,-7.37264156341553,-7.37264156341553
30,"Tylko prezenterzy Z News mówią o kraju, reszta tylko goni za pieniędzmi.","Only Z News anchors talk about the country, the rest just chase money.","Only znews ke ankar jo hai wahi desh ke baat karte hai, baki sab paisa paisa karte hai.",1,No,-4.29244565963745,-4.29244565963745,No,-3.80667805671692,-3.80667805671692,No,-7.8514986038208,-7.8514986038208
31,"Nikczemni ludzie, oszukujecie ludzi w kraju, nasz sąsiedni kraj jest lepszy, ich ludzie muszą być dumni ze swojej armii za zabijanie żołnierzy wrogiego kraju. Wy, bezużyteczni ludzie tego kraju, utopcie się lub czekajcie na dzień, kiedy Pakistańczycy zostaną zabici.","You useless people, you're fooling the country's people, our neighboring country is better, their people must be proud of their army for killing the enemy country's soldiers.You useless people of this country, drown yourselves or wait for the day Pakistanis will be killed.",Nikamo desh ki janta ko koi bebkuf bana rahe ho tum se achcha to parosi desh hai jana ke logo ko unke sena se fakr hota hoga ki dusman desh ke sena ko maar ke aate hain .es desh ke nikkamo doob ke mar jaawo ya intzaar karo kisi din pakistaani maar jaayenge.,1,No,-3.73582696914673,-3.73582696914673,No,-3.40936183929443,-3.40936183929443,No,-7.49013757705689,-7.49013757705689
32,"Bracie, kontroluj swoją żonę...","Brother, control your wife...",Bhai tere bibi ko sambalo Bas...,1,No,-4.02701139450073,-4.02701139450073,No,-3.5612051486969,-3.5612051486969,No,-7.37474155426025,-7.37474155426025
33,"Sonu śpi przed meczetem, dlatego się budzi.","Sonu sleeps outside the mosque, that's why he wakes up.",Sonu masjidke bahar sota hai isliye uthjata hai,1,No,-4.25074243545532,-4.25074243545532,No,-3.55391454696655,-3.55391454696655,No,-7.59586715698242,-7.59586715698242
34,"Bracie, podczas premiery filmu, który aktor obrażałby swojego współaktora lub aktorkę?","Brother, during a movie release, which actor would badmouth their co-actor or actress?",bhai film ke release ke time kaun sa actor apne co actor ya actress ki buraai karega.,1,No,-3.44735860824585,-3.44735860824585,No,-3.76605343818665,-3.76605343818665,No,-8.00439357757568,-8.00439357757568
35,"Haha, szefie... żyjesz w kraju, gdzie Pakistan jest pokazywany tylko w złym świetle. Wyjedź czasem poza Indie, zobacz, jaką wartość mają Pakistańczycy. Twoje media nie pokazują wszystkiego, sprawdź na YouTube, dowiesz się. Co dzieje się z muzułmanami w twoim kraju? Spójrz na sytuację w Kaszmirze, co twój rząd robi na siłę. Pozwól Kaszmirom robić, co chcą. Wcześniej walczyli tylko mudżahedini, teraz nawet dzieci szkolne walczą.","Haha, boss... you live in a country where Pakistan is only shown in a bad light. Go outside India sometime, see what value Pakistanis have. Your media doesn’t show everything, check YouTube, you’ll find out.
In your country, what’s happening to Muslims?
Look at the situation in Kashmir, what your government is forcibly doing.
Let Kashmiris do what they want.
Before, only mujahideen fought, now even school kids are fighting.",hahaha ary boss...ap us mulk mn rehty ho jahan pakistan ko srf bura he dekhaya jata ha..kabhe india sy bhr jao..dekho k pakistani ki kia value ha..ap k mulk mn muslims k 7 kia kiya.jaraha ha..kashmir ki halat dekho..qu zabardasti karwaraha ha apki gvt..karny do kashmirion apni marzi..js k 7 rehna chahy..pehly.tu srf mujahedeen ladty thy..ab tu school k bachy bhe fight karty ha..apka media tu sb nhe dekhata..utube pe dekho..pata chaljayega,1,No,-4.02473402023315,-4.02473402023315,No,-3.21252727508545,-3.21252727508545,No,-7.70204925537109,-7.70204925537109
36,"Media próbują ukryć sprawę Sukma, nie powiem wiele, ludzie zapomną o Sukma, potem sprawa Pakistanu też zniknie.","The media is trying to suppress the Sukma issue, I won’t say much, the public will forget Sukma, then the Pakistan issue will also fade.",MEDIA SUKMA MUDDA KO DABANE KI KOSHISH KAR RAHI HE ME ZIYADH NAHI BOLUN GA JANTA SUKMA KO BHUL JAYE GI PHIR PAKISTANI  MUDDA BHI KHATAM,1,No,-3.9066276550293,-3.9066276550293,No,-3.39761853218079,-3.39761853218079,No,-7.30425262451172,-7.30425262451172
37,"Byłeś gangiem złodziei, kiedy nie doszło do podziału, złodzieje zaczęli uciekać.","You were a gang of thieves, when the partition didn’t happen, the thieves started fleeing.",Aap party choro ka giroh thi jab batwara nahi ho paya to chor bhagne lage,1,No,-3.98258256912231,-3.98258256912231,No,-3.54180359840393,-3.54180359840393,No,-7.61601543426514,-7.61601543426514
38,11 tysięcy ludzi zginęło?,"11,000 people died?",11 hazar log mare gae?,1,No,-3.0373272895813,-3.0373272895813,No,-3.24775981903076,-3.24775981903076,No,-7.05445146560669,-7.05445146560669
39,"Dobry żart... spałeś na granicy, kiedy 250 się przedarło?",Good joke... were you sleeping at the border when 250 infiltrated?,Good joke...ap so rahe thye border pr jb koi 250 under ghussa....,1,No,-3.61452198028564,-3.61452198028564,No,-3.48879194259644,-3.48879194259644,No,-7.50627660751343,-7.50627660751343
40,"Kiedy się irytujecie, dlaczego tracicie panowanie?","When you people get heated, why do you lose it?",Jab aap logo ki sulagti h toh jhallate kyu ho,1,No,-3.82537293434143,-3.82537293434143,No,-3.40534901618958,-3.40534901618958,No,-7.6988639831543,-7.6988639831543
41,"To bardzo smutne, ale 7 lat temu stało się to samo raz, a rząd wydał ostre potępienie.","It’s very sad, but 7 years ago, the same thing happened once, and the government issued strong condemnation.",Bahot dukh ki baat hai pr 7 saal pahle bhi yhi hua tha ek bar aur sarkar dwara kadi ninda,1,No,-3.90245151519775,-3.90245151519775,No,-3.43300104141235,-3.43300104141235,No,-7.52401113510132,-7.52401113510132
42,"Zmuszać rolników do samobójstw, umarzać długi bogatym biznesmenom.","Force farmers to commit suicide, waive the loans of rich businessmen.","Kisano ko aatmhattya karne kly majbur karo
Dhanna setho ka karj maaf karo",1,No,-4.05580997467041,-4.05580997467041,No,-3.63688659667969,-3.63688659667969,No,-7.04077053070068,-7.04077053070068
43,"Jeśli ktoś popełni błąd, wskaż to, czy to twój, czy ktoś inny. Ludzie powinni zrozumieć, że ten, kto wskazuje twój błąd, jest twoim dobroczyńcą, nie wrogiem, chce, abyś pracował poprawnie.","It’s okay, if someone makes a mistake, point it out, whether it’s your own or someone else.People should understand that the one pointing out your mistake is your well-wisher, not your enemy, they want you to work properly.","Ye theak hai koi bhe gelte kerta hai too bolo jerur phir chahe apna ho ya koi aur , aur logo ko bhe semujhna chaheye ke Jo aap gelte betata hai wo aap ka shubchantak hai dusman nahi vo chaheta hai aap dhang se kam kere",1,No,-3.96022129058838,-3.96022129058838,No,-3.51941680908203,-3.51941680908203,No,-7.21289396286011,-7.21289396286011
44,"Co dzieje się na granicy, ludzie się nie dowiadują, dlaczego?","What happens at the border, the public doesn’t get to know, why is that?",Jo badar PR hota hai o jnta ko pta nhi chalta hai aisa kyo,1,No,-4.13715028762817,-4.13715028762817,No,-3.32029628753662,-3.32029628753662,No,-7.47245025634766,-7.47245025634766
45,"Nie rób tego, bo twoi aktorzy będą głodować, żyjąc z resztek Indii 😂😂😂.","Don’t do this, or your actors will starve, living off India’s scraps 😂😂😂.","Aisa mat krna nahi toh tumhare actors bhooke marr jaenge, Hindustan ke tukdo parr pal rahe😂😂😂",1,No,-4.27120161056519,-4.27120161056519,No,-3.62637996673584,-3.62637996673584,No,-7.54942560195923,-7.54942560195923
46,"Jeśli narazisz premiera jakiegokolwiek kraju na niebezpieczeństwo, nawet supermocarstwa kłaniają się u jego stóp, co wy, żaby w studni, wiecie?","If you put a PM of any country in danger, even superpowers bow at their feet, what do you frogs in a well know?",Aaaj ksi bhi desh me PM per tk rkh de waha ki super power tk uske per pdti hai tum kya jano kueee ke mendak,1,No,-4.04989337921143,-4.04989337921143,No,-3.32080936431885,-3.32080936431885,No,-7.425217628479,-7.425217628479
47,"Co robił twój ojciec? Ile przekrętów zrobił, kiedy twoja mama była upokarzana, ty mulla?","What was your father doing? How many scams did he pull while you were getting your mom humiliated, you mullah?",Tera bap banane aaya tha kya. Kitne ghotale kiye tab apni ma chudva raha tha.. mulle.,1,No,-3.99244952201843,-3.99244952201843,No,-3.19531536102295,-3.19531536102295,No,-7.54692935943604,-7.54692935943604
48,"Ci, którzy modlili się o jego zwycięstwo, żal mi tych biednych dusz 😂😂😂.","Those who were praying for his victory, I feel sorry for those poor souls 😂😂😂.",Jo b uske jitne k liye havan kr rahe the.. bicharo pe taras ati h.. 😂😂😂,1,No,-4.24544143676758,-4.24544143676758,No,-3.67230081558228,-3.67230081558228,No,-7.58571147918701,-7.58571147918701
49,"Spójrz też na śmiałość pakistańskiej armii, co jeszcze mogą zrobić?","Look at the Pakistani army’s audacity too, what else can they do?","Akhir pak army ki kom bhi to dekho , iske alava aur kar bhi kya sakte he",1,No,-3.88840460777283,-3.88840460777283,No,-3.58362221717834,-3.58362221717834,No,-7.24724197387695,-7.24724197387695
50,Nie wkładaj pieniędzy do banku 😊😊😀😀.,Don’t deposit money in the bank 😊😊😀😀.,Bank me Paise hi na daale 😊😊😊😀😀,1,No,-4.01868009567261,-4.01868009567261,No,-3.30148601531982,-3.30148601531982,No,-7.52364253997803,-7.52364253997803
51,"Jak długo będziemy błagać o litość od Pakistanu? J&K jest nasz, dlaczego Pakistan robi, co chce? Dlaczego arogancja Pakistanu nie została jeszcze zmiażdżona?","How long will we keep begging for mercy from Pakistan? J&K is ours, why is Pakistan acting as it pleases?
Why hasn’t Pakistan’s arrogance been crushed yet?",Ham kab tak rahm ki bheek pak se magate rainge. J&k hamara hei  pak apni marji kiyon chala raha hei. Pak ki abhi tak kiyon nhi phori hei kudirsti wali.,1,No,-4.12045431137085,-4.12045431137085,No,-3.36043477058411,-3.36043477058411,No,-7.36569976806641,-7.36569976806641
52,"Przygotuj się na wojnę, zanim upłynie 5 lat Modiego, w ostatnim roku wojna jest pewna.","Prepare for war, before Modi’s 5 years are up, war is certain in the last year.",Yuddh ki taiyariya karo modi ke 5sal pura hone se pehle last year me yuddh nischant hai,1,No,-4.09831428527832,-4.09831428527832,No,-3.14658784866333,-3.14658784866333,No,-7.60376024246216,-7.60376024246216
53,"Jesteśmy bardzo smutni, gdy przychodzą wiadomości, że tylu naszych żołnierzy zginęło. Dlaczego nigdy nie słyszymy dobrych wiadomości, że nasi żołnierze unicestwili wielu Pakistańczyków? Jak długo nasz rząd będzie pozwalał na męczeństwo żołnierzy? Dlaczego nie opracuje strategii, by wyeliminować Pakistan?","We are very sad whenever news comes that so many of our soldiers are martyred. ""Why don’t we ever hear good news that our soldiers have wiped out a large number of Pakistanis? How long will our government keep letting soldiers be martyred?
Why doesn’t it make a strategy to eliminate Pakistan?""","Hamein bahut dukh hai jab bhi news aati hai hamare itane javan sahid ,kabhi khus khabar nahi aati ki hamare javano ne pakistaniyo ko bahut sankhya mein khak mein mila diya ,hamari sarkar kab tak javano ko sahid karti rahegi kyo  pakistan ko khatam karane ki radniti kyo nahi karati .",1,No,-3.82600474357605,-3.82600474357605,No,-3.26486110687256,-3.26486110687256,No,-7.9214301109314,-7.9214301109314
54,"Ludzie nawet nie wiedzą, czym jest wspólny kodeks cywilny, bo jeszcze nie przygotowano żadnego projektu, a niektórzy bezmyślni ludzie łączą to z religią.","People don’t even know what the common civil code is because no draft has been prepared yet, and some brainless people are linking it to religion.",logo ko asal me pata hi nahi hai commen civil code hai kya kyonki iska aajtak koi draft hi tyar nahi hua aur kuch be-akal log ise dharm se jod rahe hain,1,No,-4.24687671661377,-4.24687671661377,No,-3.31472682952881,-3.31472682952881,No,-7.66186237335205,-7.66186237335205
55,Media robią z nas głupców. Tworzą własne historie. Bez powodu. Powinni zostać zgłoszeni. Są zamieszani w podżeganie Indii przeciwko sobie. To wideo jest dość stare. Zrób coś z traktowaniem ludzi z mediów.,"These news people are making fools of us. They’re creating their own stories.
For no reason.
They should be reported.
They’re involved in pitting India against each other.
This video is quite old.
Do something about the news people’s treatment.","Pagal bana rahai hai yai news waalai
Apne story bana rahai hai 

Faltu mai 
In me report hone chayai 

Aadhai Hindustan ko ladaanai mai in ka haat hota hai
Yai vdo kaafe old hai 

Kro kuch news waalo ka treatment",1,No,-4.09540271759033,-4.09540271759033,No,-3.56010484695435,-3.56010484695435,No,-7.15539264678955,-7.15539264678955
56,"Bracie, rząd prawie ogłosił wojnę... teraz to walka twarzą w twarz.","Brother, the government has almost declared war... now it’s a face-to-face fight.",Bhai sarkar ne lagbhag war declare kar diya h...ab aamne saamne ki ladai h...,1,No,-4.11073875427246,-4.11073875427246,No,-3.57926893234253,-3.57926893234253,No,-7.6036229133606,-7.6036229133606
57,"Żołnierz, który ginie za kraj, rząd waha się, by dać 5-10 lakh. Co oni zrobili, by kraj był bezpieczny, że dostają takie kwoty?","A soldier who gets martyred for the country, the government hesitates to give 5-10 lakh. What have they done to make the country safe that they get such amounts?",Ek jawan Jo desh ke liye sahid hota hai ye sarkare 5-10 lakh dene me katrati hai enhone esa kya kiya jisse desh surakhit huwa Jo enhe itna amount mil raha hai,1,No,-3.82658529281616,-3.82658529281616,No,-3.21058249473572,-3.21058249473572,No,-7.83822917938232,-7.83822917938232
58,"Hahaha, tak jak wcześniej zrobili chirurgiczny atak.","Hahaha, just like they did a surgical strike before.",Hahahaha jasy pahly sir gi kal strike ki the wsy,1,No,-3.82877445220947,-3.82877445220947,No,-3.44930696487427,-3.44930696487427,No,-7.36684036254883,-7.36684036254883
59,"Jeśli jesteś Hindusem, a okażesz się Pakistańczykiem, powiemy ci, co robimy ze szpiegami.","If you’re an Indian and turn out to be Pakistani, you’ll be told what we do with spies.",India ka hoke pakistani nikala to tujhe bataya jayega jasoos ke sath kya karte hai,1,No,-4.2103271484375,-4.2103271484375,No,-3.56339335441589,-3.56339335441589,No,-7.64776182174683,-7.64776182174683
60,"Nie ma potrzeby czekać dwa dni, zabij armię Pakistanu dzisiaj.","No need to wait two days, kill the Pak army today.",Do din rukne ki jarurat hi nhi aaj hi mar le Pak army ki,1,No,-3.7056770324707,-3.7056770324707,No,-3.51058769226074,-3.51058769226074,No,-7.62773036956787,-7.62773036956787
61,"Żołnierze kraju giną, rząd centralny nic nie robi.","The country’s soldiers are dying, the central government is doing nothing.",DESH KE JAWAN MAR RAHE HAI        CENTRAL  GOVT    KUCH NAHI KER RAHI,1,No,-4.11893033981323,-4.11893033981323,No,-3.41577076911926,-3.41577076911926,No,-5.24747562408447,-5.24747562408447
62,"Nie poczęstowałeś Anglików alkoholem, dlatego... Po obietnicy poczęstowania alkoholem...","You didn’t offer drinks to the British, that’s why... After promising to offer drinks...","England walo ko daru nahi pilayi  hogi ..  ishliye.............
Pilane ka promisse karne ke bad ........",1,No,-3.88761067390442,-3.88761067390442,No,-3.39070057868958,-3.39070057868958,No,-6.40160417556763,-6.40160417556763
63,"Nie ma już dzieci, trzymaj się za głowę i płacz, i znajdź nowego wroga BJP, który ci pomoże.","There are no kids left now, hold your head and cry, and find a new BJP enemy to help you.",Nahi bachi hein ab Sir pakad ke royiye aur koi naya BJP ka dushman dhundiyen jo aapki mada kare...,1,No,-4.20580005645752,-4.20580005645752,No,-3.41518449783325,-3.41518449783325,No,-7.22154998779297,-7.22154998779297
64,"Najpierw musimy wyeliminować wewnętrznych wrogów, naksalizm, a jeśli nie możemy tego zrobić, walka na zewnątrz jest odległa, nawet myślenie o tym jest złe.","First, we need to eliminate the internal enemies, Naxalism, and if we can’t even do that, fighting externally is far-fetched, even thinking about it is wrong.",Pahle ghat se duaman ko khatam karna hoga naksalvaad aur agar use hi khatam nahi kar sake to bahar ladna to door ki baat sochna bhi galat hain,1,No,-4.06076574325562,-4.06076574325562,No,-3.20333456993103,-3.20333456993103,No,-7.78382873535156,-7.78382873535156
