ID,polish,english,hindi,label,pred_english,conf_english_yes,conf_english_no,pred_polish,conf_polish_yes,conf_polish_no,pred_hindi,conf_hindi_yes,conf_hindi_no
10,Śmiecia zutylizować. Tęczowe lewactwo również (⌐ ͡■ ͜ʖ ͡■),Dispose of the trash. Rainbow leftism too (⌐ ͡■ ͜ʖ ͡■),कचरे को नष्ट करो। इंद्रधनुषी वामपंथ को भी (⌐ ͡■ ͜ʖ ͡■),1,No,-3.42838978767395,-0.0341599509119988,Yes,-2.29373931884766,-3.28800868988037,No,-4.84334135055542,-0.303746908903122
11,"Anglicy to bydło i przyjeżdzajac do nas robia grubą trzode. Jednak prawie zawsze znajda sie jacys polacy lizacy im dupe do porzygu. Nie wiem czy to chec popisania sie angielskim czy liczenie na to, ze zaczna im stawiac kolejki. Jakos nie zauwazylem, zeby w podobny sposob anglicy kleili sie do polakow (w Anglii)","The English are cattle, and when they come here, they act like total pigs. Yet there are always some Poles kissing their asses to death. I don’t know if it’s to show off their English or hoping they’ll buy them drinks. I haven’t noticed the English sucking up to Poles like that in England.","अंग्रेज पशु हैं, और जब वे यहाँ आते हैं, तो पूरी तरह सुअर जैसे व्यवहार करते हैं। फिर भी हमेशा कुछ पोलिश लोग उनकी चाटुकारिता करते हैं। पता नहीं ये अपनी अंग्रेजी दिखाने की चाहत है या ये उम्मीद कि वे उन्हें ड्रिंक पिलाएंगे। मैंने नहीं देखा कि अंग्रेज इंग्लैंड में पोलिश लोगों से इस तरह चिपकते हों।",1,No,-2.69105744361877,-0.0712072849273682,Yes,-1.88393592834473,-3.6835412979126,No,-3.63602566719055,-0.948350250720978
12,{USERNAME} typowy czarnuch jest typowy.,{USERNAME} A typical nigger is typical.,{USERNAME} एक आम काला वही आम काला है।,1,No,-2.97071743011475,-0.054850596934557,No,-2.62891697883606,-2.21583294868469,No,-5.26177883148193,-2.00905418395996
13,{USERNAME}: To prawda. Wuefiści to też zazwyczaj najbardziej lubiani nauczyciele. No a wuefistki to mają zazwyczaj dobre mięśnie kegla-wsadzisz uja to ściśnie jak dziadek do orzechów a nie takie rozklekotane torby jak u większości p0lek.,"{USERNAME}: It’s true. PE teachers are usually the most liked. And female PE teachers usually have strong Kegel muscles—stick your dick in, and it squeezes like a nutcracker, not like the loose bags most Polish women have.","{USERNAME}: सच है। पीई शिक्षक आमतौर पर सबसे ज्यादा पसंद किए जाते हैं। और महिला पीई शिक्षिकाओं के पास आमतौर पर मजबूत केगल मांसपेशियां होती हैं—लंड डालो तो वो अखरोट तोड़ने की मशीन की तरह जकड़ लेता है, न कि पोलिश औरतों की तरह ढीली थैलियां।",1,No,-4.35635852813721,-0.0139513975009322,Yes,-1.9325453042984,-2.59279775619507,No,-5.04331159591675,-0.12873974442482
14,pierdolone pedalstwo,pFucking gay shit.,गंदा समलैंगिक कचरा।,1,No,-2.02118945121765,-0.143345564603806,Yes,-2.14824342727661,-2.64735555648804,No,-5.54044151306152,-2.11330676078796
15,"Im więcej tych gejów, pedofilów, zoofilów oraz innych zjebów w przestrzeni publicznej tym większe szanse na 60% poparcie dla PiS w następnych wyborach. Chyba przywódcy PO kończyli politologie w Piżdzichowie a z historii mieli pałę na szynach ..","The more gays, pedophiles, zoophiles, and other freaks in public spaces, the higher the chance they’ll get 60% support in the next elections. PO’s leaders must have studied political science in Shitsville and failed history miserably.","जितने ज्यादा समलैंगिक, पीडोफाइल्स, zoophiles, और अन्य सनकी सार्वजनिक जगहों पर होंगे,, उतनी ही ज्यादा संभावना है कि अगले चुनाव में PiS को 60% समर्थन मिलेगा। शायद PO के नेताओं ने शिट्सविल में राजनीति शास्त्र पढ़ा और इतिहास में फेल हो गए।",1,No,-3.1694016456604,-0.0437951683998108,Yes,-2.27433300018311,-2.73842620849609,No,-5.7275390625,-1.32159066200256
16,niger,Nigger.,काला।,1,No,-0.84123432636261,-0.566427350044251,Yes,-1.90658295154572,-2.59325790405273,No,-4.30141830444336,-0.550535321235657
17,{USERNAME}: dlatego onuceki powinni być natychmiast rozstrzeliwane i do dołu z wapnem albo gwałcone przez napalone świnie (czyli zwierzęta na ich poziomie IQ). Ta swołocz pokazała już nie raz co potrafi.,That’s why shills should be shot on sight and thrown into a lime pit or raped by horny pigs (animals on their IQ level). That’s rabble has shown what it’s capable of more than once.,"इसलिए शिल्स को तुरंत गोली मार देनी चाहिए और चूने के गड्ढे में फेंक देना चाहिए, या फिर सींगी सुअरों (उनके IQ स्तर के जानवरों) से बलात्कार करवाना चाहिए। इस भीड़ ने कई बार दिखाया है कि ये क्या कर सकती है।",1,No,-2.53014540672302,-0.0839975401759148,Yes,-1.31049561500549,-2.1833508014679,No,-3.62751054763794,-0.939025521278381
18,Mała niggerinka?,Little nigger girl?,"छोटी काली लड़की?""
hs_000851,3.0,""{USERNAME}: jak zawsze spasiona murzynka tępa jak łopata... jak widzę te czarne świnie to mnie wzdryga",1,No,-2.3935763835907,-0.096972219645977,Yes,-2.14508581161499,-3.42952489852905,No,-4.66827583312988,-0.810758531093597
19,{USERNAME}: nie możesz udowodnić swojego kłamstwa i zacząłeś kłamać jak każdy inny ruski śmieć xD,{USERNAME}: You can’t prove your lie and started lying like every other Russian trash xD,{USERNAME}: तुम अपने झूठ को साबित नहीं कर सकते और हर रूसी कचरे की तरह झूठ बोलने लगे xD,1,No,-3.14654421806335,-0.0479439422488213,Yes,-1.78348338603973,-2.08612060546875,No,-5.16858291625977,-0.871703207492828
20,"Jebane zwierzę, powinno się go po prostu oddać innym zwierzętom do zerżnięcia ¯\\_(ツ)\_/¯ Tak na marginesie, żołnierz z takim bebzonem i cyckami? Czy tam już żadnych standardów nie ma?","Fucking animal, they should just give him to other animals to fuck ¯(ツ)/¯ By the way, a soldier with that belly and tits? Are there no standards anymore?","गंदा जानवर, इसे बस दूसरे जानवरों को चोदने के लिए दे देना चाहिए ¯(ツ)/¯ वैसे, इतने बड़े पेट और चूचियों वाला सैनिक? वहाँ अब कोई मानक नहीं बचा क्या?",1,No,-3.21041059494019,-0.0424379296600819,Yes,-1.23497700691223,-3.17159962654114,No,-5.1303768157959,-0.56481260061264
21,"{USERNAME}: Czarnuch pewnie, skoro czarny to przeciwieństwo białego, no i biorąc pod uwagę smak serka no to raczej Czarnuch, ale to taka droga dedukcji, że pewnie nawet 10 latek by wiedział.","{USERNAME}: It’s probably a nigger, since black is the opposite of white, and considering the taste of the cheese, it’s probably a nigger, but that’s such obvious reasoning even a 10-year-old would get it.","{USERNAME}: शायद काला ही होगा, क्योंकि काला गोरे का उल्टा है, और चीज़ के स्वाद को देखते हुए तो काला ही, लेकिन ये इतना आसान तर्क है कि 10 साल का बच्चा भी समझ लेगा।",1,No,-2.99678158760071,-0.0533955097198486,No,-2.09312605857849,-2.05652403831482,No,-4.92854261398315,-0.535862624645233
22,"{USERNAME} ty pustostanie umysłowy. Pedalki i lezby?. Ty psi pomiocie, ty tępa dzido, ty umysłowy pustostanie.","{USERNAME} You empty-headed fuck. Fags and dykes? You dog spawn, you dumb slut, you mental void.","{USERNAME} तुम दिमागी खालीपन। समलैंगिक और लेस्बियन? तुम कुत्ते की औलाद, तुम मूर्ख औरत, तुम दिमागी खालीपन।",1,No,-2.68190717697144,-0.0735354572534561,Yes,-2.20980453491211,-3.08189678192139,No,-4.7351713180542,-0.936072468757629
23,"pan jude chyba nie zdaje sobie sprawy co dla jego narodu oznacza dokładne sprawdzenie faktów historycznych, nagle z 6 000 000 będzie 600 000 a zamiast zagazowania i pieców będzie tyfus","Mr. Jew probably doesn’t realize what it means for his people if historical facts are thoroughly checked. Suddenly, 6,000,000 becomes 600,000, and instead of gassing and ovens, it’s typhus.","यहूदी साहब को शायद नहीं पता कि ऐतिहासिक तथ्यों की गहन जाँच उनके लोगों के लिए क्या मायने रखती है। अचानक 6,000,000 से 600,000 हो जाएगा, और गैस और भट्टियों की जगह टाइफस होगा।",1,No,-2.9871346950531,-0.0525586493313313,Yes,-2.26729774475098,-2.86590099334717,No,-5.08980560302734,-0.165191575884819
24,"{USERNAME}: Uzywany i przemeczony, pewnie chwile wczesniej wyszedl z pola bawelny.","{USERNAME}: Used and worn out, probably just came from the cotton field.","{USERNAME}: इस्तेमाल किया हुआ और थका हुआ, शायद अभी-अभी कपास के खेत से आया।",1,No,-4.34494018554688,-0.0147839467972517,No,-1.93533504009247,-1.75573718547821,No,-6.21349620819092,-0.896643877029419
25,"{USERNAME}: trzeba być przygotowanym, ale nie bać się ruskiego ścierwa ...",{USERNAME}: You gotta be prepared but not scared of Russian scum…,"{USERNAME}: तैयार रहना चाहिए, लेकिन रूसी कचरे से डरना नहीं चाहिए...",1,No,-3.10565710067749,-0.0494913905858994,No,-2.29650259017944,-1.87000143527985,No,-4.62598562240601,-1.05269849300385
26,"{USERNAME}: ja jak byłem dzieciakiem też przeżywałem rozwód rodziców, okazuje się wtedy że kobiety to największe kurwy, myślące tylko o sobie. Trzymaj się miras, wspieraj szwagra i dzieciaki, czekam na kolejną część.","{USERNAME}: When I was a kid, I went through my parents’ divorce too. Turns out women are the biggest whores, only thinking about themselves. Hang in there, bro, support your brother-in-law and the kids, waiting for the next part.","{USERNAME}: जब मैं बच्चा था, मैंने भी माता-पिता के तलाक को झेला। पता चला कि औरतें सबसे बड़ी रंडियाँ होती हैं, सिर्फ अपने बारे में सोचती हैं। डटे रहो, भाई, अपने साले और बच्चों का साथ दो, अगले हिस्से का इंतज़ार है।",1,No,-4.31838083267212,-0.014607154764235,Yes,-1.39419388771057,-2.47432065010071,No,-5.4271821975708,-0.11182701587677
27,"Trzeba by armatki parowej z chilli, taka mgła by ich szybko ustawiła…. Albo pozbierać watachy wilków i je tam wpuścić, muzułmanie boją się psa bo to zwierzęta nie czyste a do tego Wilk ;@) #pieknie #ogladac","We’d need a steam cannon with chili, that mist would set them straight quick... Or gather packs of wolves and let them loose there, Muslims are scared of dogs because they’re “unclean” animals, and a wolf to boot ;@) #beautiful #watch","हमें मिर्ची वाली भाप तोप चाहिए, वो धुंध उन्हें जल्दी ठीक कर देगी... या फिर भेड़ियों के झुंड इकट्ठा करके वहाँ छोड़ दो, मुसलमान कुत्तों से डरते हैं क्योंकि वे “अशुद्ध” जानवर हैं, और वो भी भेड़िया ;@) #खूबसूरत #देखो",1,No,-2.89820599555969,-0.0580284930765629,Yes,-1.83134388923645,-3.22529530525208,No,-4.8642783164978,-0.447430014610291
28,"{USERNAME}: dwa lata pracy na plantacji bawełny powinny wystarczyć, żeby przemyślał swoje zachowanie.",{USERNAME}: Two years working on a cotton plantation should be enough for him to rethink his behavior.,{USERNAME}: कपास के बागान में दो साल काम करना उसके व्यवहार पर पुनर्विचार करने के लिए काफी होना चाहिए।,1,No,-4.07148408889771,-0.0186048895120621,No,-2.04804182052612,-1.79601716995239,No,-5.78207683563232,-0.404487580060959
29,{USERNAME}: aha czyli pojawiles sie z kosmosu jakos w 2005 roku bo taki gamon nie moze miec wiecej jak 15 lat i to ze rozjebali i okradli caly kraj nie zaszkodzilo twoim przodkom i następnym pokoleniom twojej rodziny. Chyba ze pochodzisz z rodziny folksdojczy to nie mam pytań. Jezu slodki wykop to na prawde miejsce pelne zwyklych debili. A kolor bordowy to chyba za szczegolne debilizmy jest przyznawany,"{USERNAME}: So you popped out of space around 2005 because a moron like you can’t be older than 15, and the fact that they fucked up and robbed the whole country didn’t hurt your ancestors or the next generations of your family. Unless you come from a Volksdeutsche family, then I have no questions. Sweet Jesus, Wykop is truly a place full of ordinary idiots. And the burgundy color is probably awarded for exceptional stupidity.","{USERNAME}: तो तुम 2005 के आसपास अंतरिक्ष से आए, क्योंकि तुम जैसे मूर्ख 15 साल से ज्यादा के नहीं हो सकते, और ये कि उन्होंने पूरे देश को बर्बाद और लूट लिया, इससे तुम्हारे पूर्वजों या तुम्हारी अगली पीढ़ियों को कोई नुकसान नहीं हुआ। जब तक तुम Volksdeutsche परिवार से नहीं हो, तब मेरे कोई सवाल नहीं। मीठे यीशु, Wykop वाकई आम मूर्खों से भरा हुआ है। और बरगंडी रंग शायद खास मूर्खता के लिए दिया जाता है।",1,No,-2.77628040313721,-0.0656920373439789,Yes,-1.3249329328537,-3.23732948303223,No,-3.7480583190918,-0.678997874259949
30,Ścigać tego tęczowego nazistę!,Chase down that rainbow Nazi!,उस इंद्रधनुषी नाज़ी को खदेड़ो!,1,No,-3.61504793167114,-0.0281338449567556,Yes,-2.45569705963135,-3.70656108856201,No,-6.14266538619995,-3.03427362442017
31,"> Rosjanin synonim od KURWY, CIOTY, DZIKUSA {USERNAME}: gdyby spadło","{USERNAME}: Russian is a synonym for whore, fag, savage {USERNAME}: If it got deleted.","रूसी रंडी, समलैंगिक, जंगली का पर्याय है {USERNAME}: अगर हट गया।",1,No,-3.24048566818237,-0.0422016195952892,No,-2.14369869232178,-1.8013277053833,No,-4.32592582702637,-0.449427545070648
32,Nie taniej wykastrowac cala afryke? ¯\\_(ツ)\_/¯ Wszyscy na tym skorzystamy,Wouldn’t it be cheaper to castrate all of Africa? ¯(ツ)/¯ Everyone would benefit.,क्या पूरे अफ्रीका को नपुंसक करना सस्ता नहीं होगा? ¯(ツ)/¯ सबको फायदा होगा।,1,No,-3.95049214363098,-0.0202705711126328,Yes,-2.02053833007813,-3.23047924041748,No,-5.2750735282898,-0.298270642757416
33,"Z jednej strony chuj im w dupę, bo to legalna mafia, z drugiej chuj w dupę ruskim i ich węglowi","On one hand, fuck them in the ass, because they’re a legal mafia, on the other, fuck the Russkis and their coal in the ass.","एक तरफ, उनकी गांड में लंड, क्योंकि वे कानूनी माफिया हैं, दूसरी तरफ, रूसियों और उनके कोयले की गांड में लंड।",1,No,-3.44042134284973,-0.0337020196020603,Yes,-1.89488315582275,-3.08581066131592,No,-4.81748962402344,-0.375014126300812
34,"{USERNAME}: Obecnie ""dziffka"" jest bardziej kobieca i uczuciowa od tych zwierząt mijanych nam na drodze i tinderze.","{USERNAME}: Nowadays, a “wh0re” is more feminine and emotional than those animals we pass on the street or swipe on Tinder.","{USERNAME}: आजकल एक “रंडी” उन जानवरों से ज्यादा नारी और भावुक है, जिन्हें हम सड़क पर या टिंडर पर देखते हैं।",1,No,-4.91868257522583,-0.00861428491771221,No,-2.03729057312012,-1.94301223754883,No,-5.89825296401978,-0.14645890891552
35,{USERNAME}: where bambo i blm,{USERNAME}: Where’s Bambo and BLM?,{USERNAME}: बैंबू और BLM कहाँ हैं?,1,No,-3.85909271240234,-0.0251675695180893,Yes,-1.64241003990173,-2.13175845146179,No,-4.54953289031982,-1.1512496471405
36,"{USERNAME}: komu przeszkadza ""czarnuch"", ""murzyn"" w polsce, i jak kto ma w tym interes?","{USERNAME}: Who in Poland is bothered by “nigger” or “Negro,” and who has an interest in that?","{USERNAME}: पोलैंड में “काला” या “नीग्रो” से किसे परेशानी है, और इसमें किसका फायदा है?",1,No,-3.79380297660828,-0.0262171886861324,Yes,-1.77043175697327,-1.89068341255188,No,-5.60320329666138,-0.26429146528244
37,"{USERNAME}: ale WOT jest bardzo pożyteczny, natomiast dewiacja kolorowa to tylko do szpitali się nadaje","{USERNAME}: But Territorial Army is very useful, whereas the rainbow deviation is only good for hospitals.","{USERNAME}: लेकिन टेरिटोरियल आर्मी बहुत उपयोगी है, जबकि इंद्रधनुषी विकृति सिर्फ अस्पतालों के लिए ठीक है।",1,No,-3.9187343120575,-0.0218970943242311,Yes,-1.6986311674118,-1.91568839550018,No,-4.80457353591919,-0.389886438846588
38,{USERNAME}: przywrocil czysta rasowo europe,{USERNAME}: Restore a racially pure Europe.,{USERNAME}: नस्लीय रूप से शुद्ध यूरोप को बहाल करो।,1,No,-3.70044159889221,-0.0268728453665972,No,-2.13455724716187,-1.93603754043579,No,-5.03219032287598,-1.45059764385223
39,W tym tempie nie pozbędą się tej zarazy nigdy. Przecież Nigeria (jak zresztą chyba wszystkie państwa w Afryce) ma bardzo duży przyrost naturalny.,"At this rate, they’ll never get rid of that plague. Nigeria (like probably every African country) has a very high birth rate.",इस रफ्तार से वे इस बीमारी से कभी छुटकारा नहीं पाएंगे। नाइजीरिया (शायद हर अफ्रीकी देश की तरह) में बहुत अधिक जन्म दर है।,1,No,-4.61314392089844,-0.0106084709987044,Yes,-1.65309619903564,-2.94616603851318,No,-6.45154523849487,-0.125491574406624
40,Czy Belgia i Kanada są krajami afrykańskimi? Dlaczego w ich zespołach biegają czarne małpy? #mecz,Are Belgium and Canada African countries? Why are there black monkeys running in their teams? #match,क्या बेल्जियम और कनाडा अफ्रीकी देश हैं? उनकी टीमों में काले बंदर क्यों दौड़ रहे हैं? #मैच,1,No,-4.97681283950806,-0.00794441439211369,Yes,-2.82234787940979,-2.88218998908997,No,-5.72353363037109,-1.36201941967011
41,{USERNAME} skad kurwa sie to gowno wzielo to lgbt tak znikad japierdole,"{USERNAME} Where the fuck did this LGBT shit come from out of nowhere, fucking hell.","{USERNAME} ये LGBT का कचरा कहाँ से आया, अचानक से, भड़वास।",1,No,-3.47446250915527,-0.0346985086798668,Yes,-2.12672162055969,-2.34193158149719,No,-5.05967903137207,-0.7253178358078
42,O co chodzi z tym opuszczaniem spodni wśród czarnuchów?,What’s up with niggers sagging their pants?,कालों के पैंट नीचे करने का क्या चक्कर है?,1,No,-3.46127724647522,-0.0335408747196198,Yes,-2.31326007843018,-3.03073787689209,No,-5.34983539581299,-1.22381567955017
43,"{USERNAME}: Nie możesz tego czytać, bo jesteś ograniczony intelektualnie. Dlatego powtarzam, nie kwestionuj, grzecznie słuchaj co ci mówi Onet i wypierdalaj na front strzelać się z kacapami.","{USERNAME}: You can’t read this because you’re intellectually limited. So I’ll repeat, don’t question, obediently listen to what Onet tells you, and fuck off to the front to shoot Russkis.","{USERNAME}: तुम इसे पढ़ नहीं सकते क्योंकि तुम बौद्धिक रूप से सीमित हो। इसलिए दोहराता हूँ, सवाल मत करो, चुपचाप सुनो जो Onet तुम्हें बताता है, और भाड़ में जाओ मोर्चे पर रूसियों को गोली मारने।",1,No,-3.42649579048157,-0.0345280840992928,Yes,-1.46770930290222,-2.54717803001404,No,-5.19928359985352,-1.50565218925476
44,"> Ktos mi powie czemu tak jest, ze pojawiaja sie tego typu newsy a potem nastepnego dnia jak UAF podaje podsumowanie strat RUS to tego tam nie widac? ( ͡° ͜ʖ ͡°) {USERNAME}: Ruski śmieciu bo może to jest podawane z opóźnieniem?","{USERNAME}: Can someone tell me why it’s like this, these kinds of news pop up, and then the next day when UAF reports RUS losses, it’s not there? ( ͡° ͜ʖ ͡°) {USERNAME}: Russian trash, maybe it’s reported with a delay?","क्या कोई बता सकता है कि ऐसा क्यों है, इस तरह की खबरें आती हैं, और फिर अगले दिन जब UAF रूसी नुकसान की रिपोर्ट देता है, तो वो वहाँ नहीं होता? ( ͡° ͜ʖ ͡°) {USERNAME}: रूसी कचरा, शायद ये देरी से बताया जाता है?",1,No,-3.56479120254517,-0.0314221419394016,Yes,-1.95787990093231,-2.25238037109375,No,-4.41184329986572,-0.541325330734253
45,{USERNAME}: On walczy o wolnosc tylko swoja do robienia co mu sie podoba kosztem wolnosci innych. Tak dzialaja terrorysci z LGBT.,"{USERNAME}: He’s fighting for freedom, but only his own to do whatever he wants at the expense of others’ freedom. That’s how LGBT terrorists operate.","{USERNAME}: वो आज़ादी के लिए लड़ रहा है, लेकिन सिर्फ अपनी, जो वो दूसरों की आज़ादी की कीमत पर चाहता है। LGBT आतंकवादी इसी तरह काम करते हैं।",1,No,-2.7574450969696,-0.0678221210837364,Yes,-1.00836133956909,-2.8840069770813,No,-4.00633001327515,-1.5057864189148
46,{USERNAME}: taki masz ból dupska o ten marsz kibiców że aż tworzysz sobie urojenia i projekcje w głowie o atakach na Białorusinów XDDD. Jak na razie to zwierzęta spod tęczowej flagi wszystkich atakują konfabulatorko.,"{USERNAME}: You’re so butthurt about this sports fans’ march that you’re creating delusions and projections in your head about attacks on Belarusians XDDD. So far, it’s the animals under the rainbow flag attacking everyone, you confabulating liar.","{USERNAME}: तुम्हें इस खेल प्रशंसकों के मार्च से इतनी जलन है कि तुम अपने दिमाग में बेलारूसियों पर हमलों के वहम और प्रक्षेपण बना रहे हो XDDD। अभी तक तो इंद्रधनुषी झंडे वाले जानवर ही सब पर हमला कर रहे हैं, तुम झूठी अफवाहबाज।",1,No,-3.23917841911316,-0.0420425236225128,Yes,-0.509412884712219,-3.58499622344971,No,-4.05300855636597,-0.447719931602478
47,{USERNAME}: Bo hitler miał racje ale mu nie wyszło,"{USERNAME}: Because Hitler was right, but he failed.","{USERNAME}: क्योंकि हिटलर सही था, लेकिन वो नाकाम रहा।",1,No,-3.66595220565796,-0.027413833886385,No,-2.16968154907227,-1.85954570770264,No,-5.33419609069824,-0.842517018318176
48,Co w tym oburzającego? Na lekcjach z tęczowymi dostali by penisy. Sami sobie odpowiedzcie kto jest bardziej pojebany.,"What’s so outrageous about it? In classes with rainbows, they’d get penises. Answer for yourselves who’s more fucked up.",इसमें इतना चौंकाने वाला क्या है? इंद्रधनुषी कक्षाओं में उन्हें लंड मिलते। खुद जवाब दो कि कौन ज्यादा पागल है।,1,No,-3.8521888256073,-0.0228221043944359,Yes,-1.83085441589355,-2.96244621276855,No,-5.42835903167725,-0.235203847289085
49,Chcesz dostać jakiegoś hiva i grzyba przy okazji? To sobie gwałć te brudne świnie. Ich trzeba wszystkich po prostu rozjebać za to co robią na Ukrainie i za to co zrobili Polsce przez tyle lat i podczas II wojny światowej.,Want to catch HIV and a fungus on the side? Go ahead and rape those dirty pigs. They all just need to be fucked up for what they’re doing in Ukraine and what they did to Poland for so many years and during WWII.,"एचआईवी और फंगस भी चाहिए? तो इन गंदे सुअरों का बलात्कार करो। इन सबको बस बर्बाद करना है, जो वो यूक्रेन में कर रहे हैं और जो उन्होंने पोलैंड के साथ इतने सालों और द्वितीय विश्व युद्ध के दौरान किया।",1,No,-3.27406692504883,-0.0394249148666859,Yes,-2.05340528488159,-2.99441385269165,No,-4.54432487487793,-0.434796154499054
