ID,polish,english,hindi,label,pred_english,conf_english_yes,conf_english_no,pred_polish,conf_polish_yes,conf_polish_no,pred_hindi,conf_hindi_yes,conf_hindi_no
10,"60 lat złodziei, rabusiów, dających ludziom właściwą odpowiedź...","60 years of looters, thieves, giving the right response to people...","60 year lootera ,chor ,lognko ko sahi  jabab ...",1,No,-3.18437218666077,-0.0432187914848328,Yes,-2.62789082527161,-3.68112397193909,No,-5.98191356658936,-1.09014678001404
11,"Spójrz na programy od narodzin dziecka po ślub dziewczyny, panie.","Look at the schemes from a child's birth to a girl's marriage, sir.",Bache k janam se Ladki ki shaadi tak ki yojnay toh Dekho sir ji,1,No,-3.67100882530212,-0.0267292838543654,Yes,-1.84153854846954,-3.07367324829102,No,-6.3189263343811,-1.84024679660797
12,"Nosząc bransoletki, ludzie tacy jak ty mogą publikować na FB, mój brat i jego towarzysze żołnierze tacy nie są.","Wearing bangles, people like you can post on FB, my brother and his fellow soldiers are not like that.",chudiya  phen ke  aap jese log fb  post kar sakte hen  mere bhai or unke sathi jawan nehi,1,No,-3.52016520500183,-0.0313498228788376,Yes,-2.44007754325867,-3.81744360923767,No,-6.15587425231934,-1.92445755004883
13,"Ten, kto nie może być lojalny wobec swojego szwagra, jak może być lojalny wobec Indii? Tak dobrze zakopali całą sprawę, nie pytaj nawet.","The one who can't be loyal to his brother-in-law, how can he be loyal to India? They buried the whole issue so well, don't even ask.",jo apne jeeja ka na ho vo sala bhartiye kaise hosakta hai_ poore mamle per aisa mitti daldi k poochho nahin,1,No,-4.25451135635376,-0.0149805555120111,Yes,-1.16689467430115,-3.34265112876892,No,-6.09749317169189,-1.99714946746826
14,"Nienawidzę Pakistanu, a ci, którzy kochają Pakistan, też są zdrajcami.","I hate Pakistan, and those who love Pakistan are also traitors.",I hate pakistan or jo pakistan se pyar karte h wo bhi gaddar h,1,No,-1.75655400753021,-0.190719991922379,Yes,-2.26367902755737,-3.42650175094605,No,-6.8370943069458,-3.8224983215332
15,"Jak długo będziemy tolerować Pakistan? Proszę, premierze, podejmij jakieś poważne działania przeciwko Pakistańczykom.","How long will we tolerate Pakistan? Please, PM, take some big action against Pakistanis.",Pakistan ko kab tak bardasht kiya jayega plzzz pm je kuch bada kadam uthao Pakistani ke sath,1,No,-3.3702666759491,-0.036402452737093,Yes,-1.853266954422,-3.14857220649719,No,-5.43537521362305,-1.82829689979553
16,"👍😃😄 Absolutnie racja, Gurnam... ci ludzie bez powodu wprowadzają innych w błąd, szerzą plotki... nie wiem, dlaczego ich to bawi...","👍😃😄 Absolutely right, Gurnam... these people mislead others for no reason, spread rumors... don't know why they enjoy it...",👍😃😄ekdam thik kaha gurnam ... yeh log khamokha logon ko gumrah korte hai ..afvaiy failate hai ... pata nahi inko kyo maza ata hai ...,1,No,-3.24075269699097,-0.0410304442048073,Yes,-2.02577519416809,-3.30575680732727,No,-6.20478439331055,-1.19294655323029
17,"Ten klip wideo pochodzi z Turkiestanu... czy to wszystko fałszywe wiadomości, człowieku?","That video clip is from Turkistan... is all this fake news, man?",A video clip turkistan ki hai...keya sab fake news hai yar,1,No,-2.8869743347168,-0.0586186610162258,Yes,-2.49480867385864,-3.28632879257202,No,-6.51469898223877,-2.64517569541931
18,"Ja też to mam, wymieńmy się.","I have it too, let's exchange it.",Mere pass bhi h krwado exchnge,1,No,-3.2296450138092,-0.0413917079567909,Yes,-2.49862742424011,-3.58245444297791,No,-5.8427038192749,-1.27544701099396
19,"Karm ich lokalnymi jajkami, wtedy to będzie miało jakiś sens.","Feed them local eggs, then it'll be of some use.",deshi anda khilao tab to kuch fayda he,1,No,-4.1144700050354,-0.0172296389937401,Yes,-2.39489412307739,-2.95637941360474,No,-6.34299659729004,-1.57767128944397
20,"A co z tymi naksalitami, którzy zamordowali naszych 26 żołnierzy? Jeszcze żaden naksalita nie został zabity, ale 12 Pakistańczyków zginęło, to dobrze, ale kiedy pomścisz 26 żołnierzy, czy będziesz nadal grać fałszywą melodię Pakistanu?","And what about those Naxalites who martyred our 26 soldiers? Not a single Naxalite has been killed yet, but 12 Pakistanis were killed, that's good, but when will you take revenge for the 26 soldiers, or will you keep playing Pakistan's false tune like this?",aur un maksaliyo ka kya jinho ne humare 26 jawano ko shaheed kya tah abhi tak ek bhi naksali nahi mara par pakistan ke 12 mar diye achchi bat hai par 26jawano   ka badla kab loge  ya phir pak ka jhuta rag aisi hi karte raho ge,1,No,-2.49418807029724,-0.0877586752176285,Yes,-1.96440875530243,-3.12612915039063,No,-6.82593822479248,-3.75386023521423
21,"To prawda, zgódźmy się, dlaczego Mamata Banerjee nie pozwoliła na fajerwerki podczas Diwali? Gdzie wtedy byli wszyscy posłańcy pokoju?","This is true, let's agree, why didn't Mamata Banerjee allow firecrackers during Diwali? Where were all the peace messengers then?",Ye bat sahi he chalo manlete he mamata benrji Diwali me kyu fhatake nahi chalane nahi diye tab sabhi santi  dut  kaha gaye the,1,No,-3.67182612419128,-0.0265701450407505,Yes,-1.97737598419189,-3.49640941619873,No,-6.11457538604736,-1.83335614204407
22,"Ta bezużyteczna, hazardowa rząd nie przejmuje się już, tylko potępia.","This useless, gambling government doesn't care anymore, just keep condemning.",Nikammi juebaz sarkar pe koi farq ni padta ab .bs ninda kra lo inse,1,No,-3.40088129043579,-0.0348095037043095,Yes,-1.81723761558533,-3.05831027030945,No,-5.65461349487305,-1.70687592029572
23,"Bo ten, kto niszczy świat jak ISIS, niszczy Indie w ten sam sposób.","Because the one who destroys the world like ISIS, destroys India in the same way.",Kyu ki jisay isis puri duniya ko kokla karta hai wisay hi ye india ko barbad karta hai,1,No,-2.3727662563324,-0.0988786965608597,Yes,-2.30409097671509,-3.46894884109497,No,-6.33948659896851,-2.43403005599976
24,"Atif, pewnie bardzo cię to boli... twoich 7 pakistańskich braci zginęło, prawda?","Atif, you must be in a lot of pain... your 7 Pakistani brothers were killed, right?",Atif tujhe bahut taklif hui hogi.....tere 7 pakistani bhai maare gye na....,1,No,-3.0814311504364,-0.0479762107133865,Yes,-2.43807244300842,-3.336421251297,No,-5.75787496566773,-1.50643396377563
25,"Chotu, nie zmieniaj swojej drogi, idź tak dalej, stado się porusza, psy szczekają, nie ma zmartwień, biedna strona zawsze dostaje swoje mięso, jesteś ostrym mieczem z obu stron, Chotu.","Chotu, don't change your path, keep going like this, the herd moves, dogs bark, no worries, the poor side always gets its meat, you're a sharp sword on both sides, Chotu.",Chotu tera raasta mat badalna yesehi chalte rahna hati jati hy kutte pukarte hy koi parva nahi gareeb paksh Jo hotahy uski meet jaroor hohi hy tu dono vor tej talvar hy chotu,1,No,-4.15738582611084,-0.0166446585208178,Yes,-1.40081334114075,-3.49165368080139,No,-6.44568157196045,-2.65851974487305
26,"Czyli nie pójdziesz na jatkę, ale oni mogą.","So you won't go on a yatra, but they can.",yani  aap  yatra  nahi  nikal  akt   but  wo  nikal  akt,1,No,-3.6403386592865,-0.0274446848779917,Yes,-2.58058500289917,-3.40610647201538,No,-5.78762149810791,-1.90698611736298
27,"Ci, którzy nazywają wiadomości fałszywymi, tak naprawdę się boją, nic więcej.","Those who call the news fake are actually scared, nothing else.",Jojo news ko jhoota bata rahe wo asal mein dar rahe hai aur kuch nahi,1,No,-3.02662348747253,-0.0507362186908722,Yes,-2.1910285949707,-2.26687145233154,No,-5.73820734024048,-2.01684808731079
28,Tylko ktoś przeciwko krajowi może to powiedzieć.,Only someone against the country can say this.,Jo desh k khilaf h wahi Ye sab bol sakta hai,1,No,-2.5454363822937,-0.0827020481228828,Yes,-1.9995596408844,-3.09697651863098,No,-5.10747909545898,-2.12386322021484
29,Ja też odchodzę.,I'm leaving too.,M bhi chhod rha hun,1,No,-3.7014741897583,-0.0257978923618794,Yes,-2.65702772140503,-3.66784906387329,No,-5.43725395202637,-0.913756251335144
30,"Tylko prezenterzy Z News mówią o kraju, reszta tylko goni za pieniędzmi.","Only Z News anchors talk about the country, the rest just chase money.","Only znews ke ankar jo hai wahi desh ke baat karte hai, baki sab paisa paisa karte hai.",1,No,-3.23658418655396,-0.0412944853305817,Yes,-1.86173152923584,-3.33862590789795,No,-5.98953008651733,-1.7154278755188
31,"Nikczemni ludzie, oszukujecie ludzi w kraju, nasz sąsiedni kraj jest lepszy, ich ludzie muszą być dumni ze swojej armii za zabijanie żołnierzy wrogiego kraju. Wy, bezużyteczni ludzie tego kraju, utopcie się lub czekajcie na dzień, kiedy Pakistańczycy zostaną zabici.","You useless people, you're fooling the country's people, our neighboring country is better, their people must be proud of their army for killing the enemy country's soldiers.You useless people of this country, drown yourselves or wait for the day Pakistanis will be killed.",Nikamo desh ki janta ko koi bebkuf bana rahe ho tum se achcha to parosi desh hai jana ke logo ko unke sena se fakr hota hoga ki dusman desh ke sena ko maar ke aate hain .es desh ke nikkamo doob ke mar jaawo ya intzaar karo kisi din pakistaani maar jaayenge.,1,No,-2.81366038322449,-0.0628422051668167,Yes,-1.86493265628815,-2.83218336105347,No,-7.34312725067139,-3.8393726348877
32,"Bracie, kontroluj swoją żonę...","Brother, control your wife...",Bhai tere bibi ko sambalo Bas...,1,No,-3.62754774093628,-0.0277667157351971,Yes,-2.23392295837402,-2.71171092987061,No,-5.73773288726807,-1.06159114837646
33,"Sonu śpi przed meczetem, dlatego się budzi.","Sonu sleeps outside the mosque, that's why he wakes up.",Sonu masjidke bahar sota hai isliye uthjata hai,1,No,-2.69253969192505,-0.0709442496299744,Yes,-2.27912569046021,-3.14119005203247,No,-6.26230430603027,-4.52612018585205
34,"Bracie, podczas premiery filmu, który aktor obrażałby swojego współaktora lub aktorkę?","Brother, during a movie release, which actor would badmouth their co-actor or actress?",bhai film ke release ke time kaun sa actor apne co actor ya actress ki buraai karega.,1,No,-2.87675309181213,-0.0586779043078423,Yes,-2.46793580055237,-2.59663414955139,No,-6.12382507324219,-1.7312638759613
35,"Haha, szefie... żyjesz w kraju, gdzie Pakistan jest pokazywany tylko w złym świetle. Wyjedź czasem poza Indie, zobacz, jaką wartość mają Pakistańczycy. Twoje media nie pokazują wszystkiego, sprawdź na YouTube, dowiesz się. Co dzieje się z muzułmanami w twoim kraju? Spójrz na sytuację w Kaszmirze, co twój rząd robi na siłę. Pozwól Kaszmirom robić, co chcą. Wcześniej walczyli tylko mudżahedini, teraz nawet dzieci szkolne walczą.","Haha, boss... you live in a country where Pakistan is only shown in a bad light. Go outside India sometime, see what value Pakistanis have. Your media doesn’t show everything, check YouTube, you’ll find out.
In your country, what’s happening to Muslims?
Look at the situation in Kashmir, what your government is forcibly doing.
Let Kashmiris do what they want.
Before, only mujahideen fought, now even school kids are fighting.",hahaha ary boss...ap us mulk mn rehty ho jahan pakistan ko srf bura he dekhaya jata ha..kabhe india sy bhr jao..dekho k pakistani ki kia value ha..ap k mulk mn muslims k 7 kia kiya.jaraha ha..kashmir ki halat dekho..qu zabardasti karwaraha ha apki gvt..karny do kashmirion apni marzi..js k 7 rehna chahy..pehly.tu srf mujahedeen ladty thy..ab tu school k bachy bhe fight karty ha..apka media tu sb nhe dekhata..utube pe dekho..pata chaljayega,1,No,-1.81474018096924,-0.179270759224892,Yes,-1.07183969020844,-3.37754487991333,No,-6.43194580078125,-4.42075443267822
36,"Media próbują ukryć sprawę Sukma, nie powiem wiele, ludzie zapomną o Sukma, potem sprawa Pakistanu też zniknie.","The media is trying to suppress the Sukma issue, I won’t say much, the public will forget Sukma, then the Pakistan issue will also fade.",MEDIA SUKMA MUDDA KO DABANE KI KOSHISH KAR RAHI HE ME ZIYADH NAHI BOLUN GA JANTA SUKMA KO BHUL JAYE GI PHIR PAKISTANI  MUDDA BHI KHATAM,1,No,-2.78511428833008,-0.0648212805390358,Yes,-1.85438239574432,-3.74857044219971,No,-7.85426473617554,-3.96126294136047
37,"Byłeś gangiem złodziei, kiedy nie doszło do podziału, złodzieje zaczęli uciekać.","You were a gang of thieves, when the partition didn’t happen, the thieves started fleeing.",Aap party choro ka giroh thi jab batwara nahi ho paya to chor bhagne lage,1,No,-4.01811599731445,-0.0189707186073065,Yes,-2.49829983711243,-4.50249481201172,No,-6.49578905105591,-2.08018612861633
38,11 tysięcy ludzi zginęło?,"11,000 people died?",11 hazar log mare gae?,1,No,-3.43483662605286,-0.0339042767882347,Yes,-2.64380979537964,-3.27431344985962,No,-5.44171380996704,-0.375358253717423
39,"Dobry żart... spałeś na granicy, kiedy 250 się przedarło?",Good joke... were you sleeping at the border when 250 infiltrated?,Good joke...ap so rahe thye border pr jb koi 250 under ghussa....,1,No,-3.11401057243347,-0.0467421635985374,No,-2.39415884017944,-2.3269362449646,No,-5.78638458251953,-0.873618245124817
40,"Kiedy się irytujecie, dlaczego tracicie panowanie?","When you people get heated, why do you lose it?",Jab aap logo ki sulagti h toh jhallate kyu ho,1,No,-3.65275549888611,-0.0274675339460373,Yes,-2.37857580184937,-2.87728357315063,No,-5.68582630157471,-1.18373465538025
41,"To bardzo smutne, ale 7 lat temu stało się to samo raz, a rząd wydał ostre potępienie.","It’s very sad, but 7 years ago, the same thing happened once, and the government issued strong condemnation.",Bahot dukh ki baat hai pr 7 saal pahle bhi yhi hua tha ek bar aur sarkar dwara kadi ninda,1,No,-3.08913373947144,-0.0475441180169582,Yes,-1.69642066955566,-3.08519268035889,No,-6.83123445510864,-2.94532251358032
42,"Zmuszać rolników do samobójstw, umarzać długi bogatym biznesmenom.","Force farmers to commit suicide, waive the loans of rich businessmen.","Kisano ko aatmhattya karne kly majbur karo
Dhanna setho ka karj maaf karo",1,No,-3.28133654594421,-0.0389411821961403,Yes,-2.42394471168518,-2.98377251625061,No,-5.35505151748657,-1.88368856906891
43,"Jeśli ktoś popełni błąd, wskaż to, czy to twój, czy ktoś inny. Ludzie powinni zrozumieć, że ten, kto wskazuje twój błąd, jest twoim dobroczyńcą, nie wrogiem, chce, abyś pracował poprawnie.","It’s okay, if someone makes a mistake, point it out, whether it’s your own or someone else.People should understand that the one pointing out your mistake is your well-wisher, not your enemy, they want you to work properly.","Ye theak hai koi bhe gelte kerta hai too bolo jerur phir chahe apna ho ya koi aur , aur logo ko bhe semujhna chaheye ke Jo aap gelte betata hai wo aap ka shubchantak hai dusman nahi vo chaheta hai aap dhang se kam kere",1,No,-2.4653627872467,-0.0896895378828049,Yes,-1.91556859016418,-3.12813782691956,No,-6.56327152252197,-3.04800629615784
44,"Co dzieje się na granicy, ludzie się nie dowiadują, dlaczego?","What happens at the border, the public doesn’t get to know, why is that?",Jo badar PR hota hai o jnta ko pta nhi chalta hai aisa kyo,1,No,-4.50459241867065,-0.0118364151567221,Yes,-2.4169282913208,-3.288987159729,No,-5.3424129486084,-1.17416763305664
45,"Nie rób tego, bo twoi aktorzy będą głodować, żyjąc z resztek Indii 😂😂😂.","Don’t do this, or your actors will starve, living off India’s scraps 😂😂😂.","Aisa mat krna nahi toh tumhare actors bhooke marr jaenge, Hindustan ke tukdo parr pal rahe😂😂😂",1,No,-3.78170132637024,-0.0239841770380735,Yes,-2.08689117431641,-3.66080856323242,No,-6.93933773040772,-2.33653259277344
46,"Jeśli narazisz premiera jakiegokolwiek kraju na niebezpieczeństwo, nawet supermocarstwa kłaniają się u jego stóp, co wy, żaby w studni, wiecie?","If you put a PM of any country in danger, even superpowers bow at their feet, what do you frogs in a well know?",Aaaj ksi bhi desh me PM per tk rkh de waha ki super power tk uske per pdti hai tum kya jano kueee ke mendak,1,No,-3.9376106262207,-0.0208034664392471,Yes,-2.16033744812012,-3.5302906036377,No,-6.11682224273682,-1.62103652954102
47,"Co robił twój ojciec? Ile przekrętów zrobił, kiedy twoja mama była upokarzana, ty mulla?","What was your father doing? How many scams did he pull while you were getting your mom humiliated, you mullah?",Tera bap banane aaya tha kya. Kitne ghotale kiye tab apni ma chudva raha tha.. mulle.,1,No,-4.03856134414673,-0.0186963900923729,Yes,-2.0816068649292,-3.4467248916626,No,-6.60409545898438,-1.94155812263489
48,"Ci, którzy modlili się o jego zwycięstwo, żal mi tych biednych dusz 😂😂😂.","Those who were praying for his victory, I feel sorry for those poor souls 😂😂😂.",Jo b uske jitne k liye havan kr rahe the.. bicharo pe taras ati h.. 😂😂😂,1,No,-4.0711464881897,-0.0178666226565838,Yes,-2.43165731430054,-3.64532899856567,No,-6.29627275466919,-2.05964136123657
49,"Spójrz też na śmiałość pakistańskiej armii, co jeszcze mogą zrobić?","Look at the Pakistani army’s audacity too, what else can they do?","Akhir pak army ki kom bhi to dekho , iske alava aur kar bhi kya sakte he",1,No,-3.58090662956238,-0.0292766839265823,Yes,-2.74191045761108,-3.28210592269897,No,-6.11658573150635,-0.880798399448395
50,Nie wkładaj pieniędzy do banku 😊😊😀😀.,Don’t deposit money in the bank 😊😊😀😀.,Bank me Paise hi na daale 😊😊😊😀😀,1,No,-3.88393044471741,-0.0215209014713764,Yes,-2.05137372016907,-3.24210953712463,No,-6.52371311187744,-1.27663052082062
51,"Jak długo będziemy błagać o litość od Pakistanu? J&K jest nasz, dlaczego Pakistan robi, co chce? Dlaczego arogancja Pakistanu nie została jeszcze zmiażdżona?","How long will we keep begging for mercy from Pakistan? J&K is ours, why is Pakistan acting as it pleases?
Why hasn’t Pakistan’s arrogance been crushed yet?",Ham kab tak rahm ki bheek pak se magate rainge. J&k hamara hei  pak apni marji kiyon chala raha hei. Pak ki abhi tak kiyon nhi phori hei kudirsti wali.,1,No,-3.22473812103272,-0.0417223162949085,Yes,-1.87159585952759,-3.57495450973511,No,-6.95816707611084,-2.56208801269531
52,"Przygotuj się na wojnę, zanim upłynie 5 lat Modiego, w ostatnim roku wojna jest pewna.","Prepare for war, before Modi’s 5 years are up, war is certain in the last year.",Yuddh ki taiyariya karo modi ke 5sal pura hone se pehle last year me yuddh nischant hai,1,No,-3.17567181587219,-0.0435954742133617,Yes,-2.3014829158783,-3.0358521938324,No,-6.43941402435303,-2.04149174690247
53,"Jesteśmy bardzo smutni, gdy przychodzą wiadomości, że tylu naszych żołnierzy zginęło. Dlaczego nigdy nie słyszymy dobrych wiadomości, że nasi żołnierze unicestwili wielu Pakistańczyków? Jak długo nasz rząd będzie pozwalał na męczeństwo żołnierzy? Dlaczego nie opracuje strategii, by wyeliminować Pakistan?","We are very sad whenever news comes that so many of our soldiers are martyred. ""Why don’t we ever hear good news that our soldiers have wiped out a large number of Pakistanis? How long will our government keep letting soldiers be martyred?
Why doesn’t it make a strategy to eliminate Pakistan?""","Hamein bahut dukh hai jab bhi news aati hai hamare itane javan sahid ,kabhi khus khabar nahi aati ki hamare javano ne pakistaniyo ko bahut sankhya mein khak mein mila diya ,hamari sarkar kab tak javano ko sahid karti rahegi kyo  pakistan ko khatam karane ki radniti kyo nahi karati .",1,No,-2.52709197998047,-0.0844975411891937,Yes,-1.68498969078064,-2.82822012901306,No,-7.04839038848877,-4.03835105895996
54,"Ludzie nawet nie wiedzą, czym jest wspólny kodeks cywilny, bo jeszcze nie przygotowano żadnego projektu, a niektórzy bezmyślni ludzie łączą to z religią.","People don’t even know what the common civil code is because no draft has been prepared yet, and some brainless people are linking it to religion.",logo ko asal me pata hi nahi hai commen civil code hai kya kyonki iska aajtak koi draft hi tyar nahi hua aur kuch be-akal log ise dharm se jod rahe hain,1,No,-3.84656071662903,-0.0223228111863136,Yes,-1.78877639770508,-3.08373832702637,No,-5.79511737823486,-1.64890027046204
55,Media robią z nas głupców. Tworzą własne historie. Bez powodu. Powinni zostać zgłoszeni. Są zamieszani w podżeganie Indii przeciwko sobie. To wideo jest dość stare. Zrób coś z traktowaniem ludzi z mediów.,"These news people are making fools of us. They’re creating their own stories.
For no reason.
They should be reported.
They’re involved in pitting India against each other.
This video is quite old.
Do something about the news people’s treatment.","Pagal bana rahai hai yai news waalai
Apne story bana rahai hai 

Faltu mai 
In me report hone chayai 

Aadhai Hindustan ko ladaanai mai in ka haat hota hai
Yai vdo kaafe old hai 

Kro kuch news waalo ka treatment",1,No,-2.32410669326782,-0.104179911315441,Yes,-1.40757477283478,-3.02847003936768,No,-5.31898403167725,-1.80060374736786
56,"Bracie, rząd prawie ogłosił wojnę... teraz to walka twarzą w twarz.","Brother, the government has almost declared war... now it’s a face-to-face fight.",Bhai sarkar ne lagbhag war declare kar diya h...ab aamne saamne ki ladai h...,1,No,-3.8197808265686,-0.0230697952210903,Yes,-1.74164807796478,-3.04708051681519,No,-5.58822250366211,-1.25623226165771
57,"Żołnierz, który ginie za kraj, rząd waha się, by dać 5-10 lakh. Co oni zrobili, by kraj był bezpieczny, że dostają takie kwoty?","A soldier who gets martyred for the country, the government hesitates to give 5-10 lakh. What have they done to make the country safe that they get such amounts?",Ek jawan Jo desh ke liye sahid hota hai ye sarkare 5-10 lakh dene me katrati hai enhone esa kya kiya jisse desh surakhit huwa Jo enhe itna amount mil raha hai,1,No,-4.00053977966309,-0.0192605275660753,Yes,-1.87517511844635,-3.28933954238892,No,-6.16128301620483,-2.24030756950378
58,"Hahaha, tak jak wcześniej zrobili chirurgiczny atak.","Hahaha, just like they did a surgical strike before.",Hahahaha jasy pahly sir gi kal strike ki the wsy,1,No,-3.93176221847534,-0.0205225143581629,Yes,-2.23031258583069,-2.36968350410461,No,-5.99358177185059,-1.37506675720215
59,"Jeśli jesteś Hindusem, a okażesz się Pakistańczykiem, powiemy ci, co robimy ze szpiegami.","If you’re an Indian and turn out to be Pakistani, you’ll be told what we do with spies.",India ka hoke pakistani nikala to tujhe bataya jayega jasoos ke sath kya karte hai,1,No,-3.67289090156555,-0.0265858173370361,Yes,-2.35347032546997,-3.78235769271851,No,-6.36330032348633,-2.40748977661133
60,"Nie ma potrzeby czekać dwa dni, zabij armię Pakistanu dzisiaj.","No need to wait two days, kill the Pak army today.",Do din rukne ki jarurat hi nhi aaj hi mar le Pak army ki,1,No,-2.71559715270996,-0.0693779513239861,Yes,-2.18418264389038,-3.4366307258606,No,-6.00308990478516,-1.32682108879089
61,"Żołnierze kraju giną, rząd centralny nic nie robi.","The country’s soldiers are dying, the central government is doing nothing.",DESH KE JAWAN MAR RAHE HAI        CENTRAL  GOVT    KUCH NAHI KER RAHI,1,No,-3.36615753173828,-0.0358905754983425,Yes,-2.10625743865967,-3.45922946929932,No,-5.5494532585144,-1.90159368515015
62,"Nie poczęstowałeś Anglików alkoholem, dlatego... Po obietnicy poczęstowania alkoholem...","You didn’t offer drinks to the British, that’s why... After promising to offer drinks...","England walo ko daru nahi pilayi  hogi ..  ishliye.............
Pilane ka promisse karne ke bad ........",1,No,-2.81773138046265,-0.0625358670949936,Yes,-2.21601152420044,-3.19922018051147,No,-5.39053249359131,-1.35280394554138
63,"Nie ma już dzieci, trzymaj się za głowę i płacz, i znajdź nowego wroga BJP, który ci pomoże.","There are no kids left now, hold your head and cry, and find a new BJP enemy to help you.",Nahi bachi hein ab Sir pakad ke royiye aur koi naya BJP ka dushman dhundiyen jo aapki mada kare...,1,No,-3.45103597640991,-0.0331091843545437,Yes,-1.57818722724915,-3.31468033790588,No,-6.20310401916504,-1.95176291465759
