ID,polish,english,hindi,label,pred_english,conf_english_yes,conf_english_no,pred_polish,conf_polish_yes,conf_polish_no,pred_hindi,conf_hindi_yes,conf_hindi_no
10,"60 lat złodziei, rabusiów, dających ludziom właściwą odpowiedź...","60 years of looters, thieves, giving the right response to people...","60 year lootera ,chor ,lognko ko sahi  jabab ...",1,No,-2.84337854385376,-0.0610680393874645,Yes,-2.41699695587158,-3.86114883422852,No,-5.42931890487671,-0.68684321641922
11,"Spójrz na programy od narodzin dziecka po ślub dziewczyny, panie.","Look at the schemes from a child's birth to a girl's marriage, sir.",Bache k janam se Ladki ki shaadi tak ki yojnay toh Dekho sir ji,1,No,-3.45610690116882,-0.0330779291689396,Yes,-1.82822418212891,-3.18265914916992,No,-5.60925006866455,-1.31519150733948
12,"Nosząc bransoletki, ludzie tacy jak ty mogą publikować na FB, mój brat i jego towarzysze żołnierze tacy nie są.","Wearing bangles, people like you can post on FB, my brother and his fellow soldiers are not like that.",chudiya  phen ke  aap jese log fb  post kar sakte hen  mere bhai or unke sathi jawan nehi,1,No,-3.18988418579102,-0.0434037260711193,Yes,-2.32184219360352,-3.66381168365479,No,-5.23413562774658,-1.32267570495605
13,"Ten, kto nie może być lojalny wobec swojego szwagra, jak może być lojalny wobec Indii? Tak dobrze zakopali całą sprawę, nie pytaj nawet.","The one who can't be loyal to his brother-in-law, how can he be loyal to India? They buried the whole issue so well, don't even ask.",jo apne jeeja ka na ho vo sala bhartiye kaise hosakta hai_ poore mamle per aisa mitti daldi k poochho nahin,1,No,-3.87398552894592,-0.0217822100967169,Yes,-1.09781956672668,-3.29155278205872,No,-5.15644216537476,-1.25355207920074
14,"Nienawidzę Pakistanu, a ci, którzy kochają Pakistan, też są zdrajcami.","I hate Pakistan, and those who love Pakistan are also traitors.",I hate pakistan or jo pakistan se pyar karte h wo bhi gaddar h,1,No,-1.10978996753693,-0.401858419179916,Yes,-2.23181104660034,-3.29379320144653,No,-5.02304744720459,-3.06276798248291
15,"Jak długo będziemy tolerować Pakistan? Proszę, premierze, podejmij jakieś poważne działania przeciwko Pakistańczykom.","How long will we tolerate Pakistan? Please, PM, take some big action against Pakistanis.",Pakistan ko kab tak bardasht kiya jayega plzzz pm je kuch bada kadam uthao Pakistani ke sath,1,No,-2.82704973220825,-0.0626071915030479,Yes,-1.75595343112946,-3.02940893173218,No,-4.62759828567505,-1.41068994998932
16,"👍😃😄 Absolutnie racja, Gurnam... ci ludzie bez powodu wprowadzają innych w błąd, szerzą plotki... nie wiem, dlaczego ich to bawi...","👍😃😄 Absolutely right, Gurnam... these people mislead others for no reason, spread rumors... don't know why they enjoy it...",👍😃😄ekdam thik kaha gurnam ... yeh log khamokha logon ko gumrah korte hai ..afvaiy failate hai ... pata nahi inko kyo maza ata hai ...,1,No,-2.92599105834961,-0.0564938709139824,Yes,-2.01689147949219,-3.35193634033203,No,-5.43526697158814,-0.806957721710205
17,"Ten klip wideo pochodzi z Turkiestanu... czy to wszystko fałszywe wiadomości, człowieku?","That video clip is from Turkistan... is all this fake news, man?",A video clip turkistan ki hai...keya sab fake news hai yar,1,No,-2.4216935634613,-0.0945889428257942,Yes,-2.28218078613281,-3.16384601593018,No,-5.45984268188477,-1.67328178882599
18,"Ja też to mam, wymieńmy się.","I have it too, let's exchange it.",Mere pass bhi h krwado exchnge,1,No,-2.86017394065857,-0.0602814629673958,Yes,-2.40877056121826,-3.39700126647949,No,-5.34433460235596,-1.04485321044922
19,"Karm ich lokalnymi jajkami, wtedy to będzie miało jakiś sens.","Feed them local eggs, then it'll be of some use.",deshi anda khilao tab to kuch fayda he,1,No,-4.08194351196289,-0.0178949609398842,Yes,-2.45884418487549,-2.84261798858643,No,-5.79310512542725,-1.31566894054413
20,"A co z tymi naksalitami, którzy zamordowali naszych 26 żołnierzy? Jeszcze żaden naksalita nie został zabity, ale 12 Pakistańczyków zginęło, to dobrze, ale kiedy pomścisz 26 żołnierzy, czy będziesz nadal grać fałszywą melodię Pakistanu?","And what about those Naxalites who martyred our 26 soldiers? Not a single Naxalite has been killed yet, but 12 Pakistanis were killed, that's good, but when will you take revenge for the 26 soldiers, or will you keep playing Pakistan's false tune like this?",aur un maksaliyo ka kya jinho ne humare 26 jawano ko shaheed kya tah abhi tak ek bhi naksali nahi mara par pakistan ke 12 mar diye achchi bat hai par 26jawano   ka badla kab loge  ya phir pak ka jhuta rag aisi hi karte raho ge,1,No,-1.95207929611206,-0.154965907335281,Yes,-1.8859224319458,-2.96090507507324,No,-5.53497219085693,-2.64368653297424
21,"To prawda, zgódźmy się, dlaczego Mamata Banerjee nie pozwoliła na fajerwerki podczas Diwali? Gdzie wtedy byli wszyscy posłańcy pokoju?","This is true, let's agree, why didn't Mamata Banerjee allow firecrackers during Diwali? Where were all the peace messengers then?",Ye bat sahi he chalo manlete he mamata benrji Diwali me kyu fhatake nahi chalane nahi diye tab sabhi santi  dut  kaha gaye the,1,No,-3.34379887580872,-0.0369237214326859,Yes,-1.90227746963501,-3.53667306900024,No,-5.25325059890747,-1.3114447593689
22,"Ta bezużyteczna, hazardowa rząd nie przejmuje się już, tylko potępia.","This useless, gambling government doesn't care anymore, just keep condemning.",Nikammi juebaz sarkar pe koi farq ni padta ab .bs ninda kra lo inse,1,No,-2.83590126037598,-0.0614910796284676,Yes,-1.87876856327057,-2.92345094680786,No,-4.97162771224976,-1.11369848251343
23,"Bo ten, kto niszczy świat jak ISIS, niszczy Indie w ten sam sposób.","Because the one who destroys the world like ISIS, destroys India in the same way.",Kyu ki jisay isis puri duniya ko kokla karta hai wisay hi ye india ko barbad karta hai,1,No,-1.83485054969788,-0.175394356250763,Yes,-2.19933843612671,-3.29436159133911,No,-5.30172920227051,-1.80414116382599
24,"Atif, pewnie bardzo cię to boli... twoich 7 pakistańskich braci zginęło, prawda?","Atif, you must be in a lot of pain... your 7 Pakistani brothers were killed, right?",Atif tujhe bahut taklif hui hogi.....tere 7 pakistani bhai maare gye na....,1,No,-2.53720021247864,-0.0836689993739128,Yes,-2.3293924331665,-3.34202003479004,No,-5.01787090301514,-1.09787440299988
25,"Chotu, nie zmieniaj swojej drogi, idź tak dalej, stado się porusza, psy szczekają, nie ma zmartwień, biedna strona zawsze dostaje swoje mięso, jesteś ostrym mieczem z obu stron, Chotu.","Chotu, don't change your path, keep going like this, the herd moves, dogs bark, no worries, the poor side always gets its meat, you're a sharp sword on both sides, Chotu.",Chotu tera raasta mat badalna yesehi chalte rahna hati jati hy kutte pukarte hy koi parva nahi gareeb paksh Jo hotahy uski meet jaroor hohi hy tu dono vor tej talvar hy chotu,1,No,-3.8140332698822,-0.0233341939747334,Yes,-1.35763740539551,-3.55242919921875,No,-4.99016046524048,-1.70206212997437
26,"Czyli nie pójdziesz na jatkę, ale oni mogą.","So you won't go on a yatra, but they can.",yani  aap  yatra  nahi  nikal  akt   but  wo  nikal  akt,1,No,-3.24015641212463,-0.0410215221345425,Yes,-2.49526524543762,-3.10263276100159,No,-5.04163312911987,-1.509397149086
27,"Ci, którzy nazywają wiadomości fałszywymi, tak naprawdę się boją, nic więcej.","Those who call the news fake are actually scared, nothing else.",Jojo news ko jhoota bata rahe wo asal mein dar rahe hai aur kuch nahi,1,No,-2.56014847755432,-0.0815679356455803,Yes,-2.12945175170898,-2.33067512512207,No,-4.8644323348999,-1.46559429168701
28,Tylko ktoś przeciwko krajowi może to powiedzieć.,Only someone against the country can say this.,Jo desh k khilaf h wahi Ye sab bol sakta hai,1,No,-2.31779265403748,-0.104860045015812,Yes,-2.08026456832886,-3.02893018722534,No,-4.24204444885254,-1.680828332901
29,Ja też odchodzę.,I'm leaving too.,M bhi chhod rha hun,1,No,-3.51687145233154,-0.0312146432697773,Yes,-2.56601190567017,-3.5012640953064,No,-4.93661546707153,-0.767587244510651
30,"Tylko prezenterzy Z News mówią o kraju, reszta tylko goni za pieniędzmi.","Only Z News anchors talk about the country, the rest just chase money.","Only znews ke ankar jo hai wahi desh ke baat karte hai, baki sab paisa paisa karte hai.",1,No,-2.90696120262146,-0.0574224479496479,Yes,-1.88516473770142,-3.18605661392212,No,-5.11198234558106,-1.16062998771667
31,"Nikczemni ludzie, oszukujecie ludzi w kraju, nasz sąsiedni kraj jest lepszy, ich ludzie muszą być dumni ze swojej armii za zabijanie żołnierzy wrogiego kraju. Wy, bezużyteczni ludzie tego kraju, utopcie się lub czekajcie na dzień, kiedy Pakistańczycy zostaną zabici.","You useless people, you're fooling the country's people, our neighboring country is better, their people must be proud of their army for killing the enemy country's soldiers.You useless people of this country, drown yourselves or wait for the day Pakistanis will be killed.",Nikamo desh ki janta ko koi bebkuf bana rahe ho tum se achcha to parosi desh hai jana ke logo ko unke sena se fakr hota hoga ki dusman desh ke sena ko maar ke aate hain .es desh ke nikkamo doob ke mar jaawo ya intzaar karo kisi din pakistaani maar jaayenge.,1,No,-2.21496939659119,-0.116777144372463,Yes,-1.809694647789,-2.67578935623169,No,-5.86719989776611,-2.66154956817627
32,"Bracie, kontroluj swoją żonę...","Brother, control your wife...",Bhai tere bibi ko sambalo Bas...,1,No,-3.27906179428101,-0.0392832607030869,Yes,-2.19579935073853,-2.47320508956909,No,-5.07288026809692,-0.729595601558685
33,"Sonu śpi przed meczetem, dlatego się budzi.","Sonu sleeps outside the mosque, that's why he wakes up.",Sonu masjidke bahar sota hai isliye uthjata hai,1,No,-2.51695871353149,-0.0851293355226517,Yes,-2.26558089256287,-3.01125693321228,No,-5.31512594223023,-4.20041990280151
34,"Bracie, podczas premiery filmu, który aktor obrażałby swojego współaktora lub aktorkę?","Brother, during a movie release, which actor would badmouth their co-actor or actress?",bhai film ke release ke time kaun sa actor apne co actor ya actress ki buraai karega.,1,No,-2.55287027359009,-0.0819114446640015,No,-2.44916772842407,-2.1513819694519,No,-5.32977056503296,-1.12692892551422
35,"Haha, szefie... żyjesz w kraju, gdzie Pakistan jest pokazywany tylko w złym świetle. Wyjedź czasem poza Indie, zobacz, jaką wartość mają Pakistańczycy. Twoje media nie pokazują wszystkiego, sprawdź na YouTube, dowiesz się. Co dzieje się z muzułmanami w twoim kraju? Spójrz na sytuację w Kaszmirze, co twój rząd robi na siłę. Pozwól Kaszmirom robić, co chcą. Wcześniej walczyli tylko mudżahedini, teraz nawet dzieci szkolne walczą.","Haha, boss... you live in a country where Pakistan is only shown in a bad light. Go outside India sometime, see what value Pakistanis have. Your media doesn’t show everything, check YouTube, you’ll find out.
In your country, what’s happening to Muslims?
Look at the situation in Kashmir, what your government is forcibly doing.
Let Kashmiris do what they want.
Before, only mujahideen fought, now even school kids are fighting.",hahaha ary boss...ap us mulk mn rehty ho jahan pakistan ko srf bura he dekhaya jata ha..kabhe india sy bhr jao..dekho k pakistani ki kia value ha..ap k mulk mn muslims k 7 kia kiya.jaraha ha..kashmir ki halat dekho..qu zabardasti karwaraha ha apki gvt..karny do kashmirion apni marzi..js k 7 rehna chahy..pehly.tu srf mujahedeen ladty thy..ab tu school k bachy bhe fight karty ha..apka media tu sb nhe dekhata..utube pe dekho..pata chaljayega,1,No,-1.6392879486084,-0.217422440648079,Yes,-1.01645994186401,-3.26354742050171,No,-4.89400577545166,-3.227863073349
36,"Media próbują ukryć sprawę Sukma, nie powiem wiele, ludzie zapomną o Sukma, potem sprawa Pakistanu też zniknie.","The media is trying to suppress the Sukma issue, I won’t say much, the public will forget Sukma, then the Pakistan issue will also fade.",MEDIA SUKMA MUDDA KO DABANE KI KOSHISH KAR RAHI HE ME ZIYADH NAHI BOLUN GA JANTA SUKMA KO BHUL JAYE GI PHIR PAKISTANI  MUDDA BHI KHATAM,1,No,-2.47764611244202,-0.0888884142041206,Yes,-1.76766526699066,-3.6365180015564,No,-6.20958423614502,-2.69192385673523
37,"Byłeś gangiem złodziei, kiedy nie doszło do podziału, złodzieje zaczęli uciekać.","You were a gang of thieves, when the partition didn’t happen, the thieves started fleeing.",Aap party choro ka giroh thi jab batwara nahi ho paya to chor bhagne lage,1,No,-3.64405655860901,-0.0273953918367624,Yes,-2.49097919464111,-4.31495571136475,No,-5.74777126312256,-1.54782509803772
38,11 tysięcy ludzi zginęło?,"11,000 people died?",11 hazar log mare gae?,1,No,-2.99626064300537,-0.0526209697127342,Yes,-2.55934500694275,-3.09514403343201,No,-5.11579608917236,-0.299455463886261
39,"Dobry żart... spałeś na granicy, kiedy 250 się przedarło?",Good joke... were you sleeping at the border when 250 infiltrated?,Good joke...ap so rahe thye border pr jb koi 250 under ghussa....,1,No,-2.89595222473145,-0.0582637935876846,No,-2.41812705993652,-2.18593692779541,No,-5.19946575164795,-0.673985719680786
40,"Kiedy się irytujecie, dlaczego tracicie panowanie?","When you people get heated, why do you lose it?",Jab aap logo ki sulagti h toh jhallate kyu ho,1,No,-3.47269296646118,-0.0329462140798569,Yes,-2.30674076080322,-2.76038646697998,No,-4.75790023803711,-0.980859637260437
41,"To bardzo smutne, ale 7 lat temu stało się to samo raz, a rząd wydał ostre potępienie.","It’s very sad, but 7 years ago, the same thing happened once, and the government issued strong condemnation.",Bahot dukh ki baat hai pr 7 saal pahle bhi yhi hua tha ek bar aur sarkar dwara kadi ninda,1,No,-2.79434680938721,-0.0642098337411881,Yes,-1.77548623085022,-2.86835122108459,No,-5.70096969604492,-2.06196403503418
42,"Zmuszać rolników do samobójstw, umarzać długi bogatym biznesmenom.","Force farmers to commit suicide, waive the loans of rich businessmen.","Kisano ko aatmhattya karne kly majbur karo
Dhanna setho ka karj maaf karo",1,No,-2.81309103965759,-0.0626429170370102,Yes,-2.38386583328247,-2.92555379867554,No,-4.50762271881104,-1.46583867073059
43,"Jeśli ktoś popełni błąd, wskaż to, czy to twój, czy ktoś inny. Ludzie powinni zrozumieć, że ten, kto wskazuje twój błąd, jest twoim dobroczyńcą, nie wrogiem, chce, abyś pracował poprawnie.","It’s okay, if someone makes a mistake, point it out, whether it’s your own or someone else.People should understand that the one pointing out your mistake is your well-wisher, not your enemy, they want you to work properly.","Ye theak hai koi bhe gelte kerta hai too bolo jerur phir chahe apna ho ya koi aur , aur logo ko bhe semujhna chaheye ke Jo aap gelte betata hai wo aap ka shubchantak hai dusman nahi vo chaheta hai aap dhang se kam kere",1,No,-2.21774125099182,-0.116254933178425,Yes,-1.85137104988098,-3.03713345527649,No,-5.19250154495239,-2.16034436225891
44,"Co dzieje się na granicy, ludzie się nie dowiadują, dlaczego?","What happens at the border, the public doesn’t get to know, why is that?",Jo badar PR hota hai o jnta ko pta nhi chalta hai aisa kyo,1,No,-4.20851469039917,-0.0158478021621704,Yes,-2.31250143051147,-3.09881448745728,No,-4.76386308670044,-1.09195554256439
45,"Nie rób tego, bo twoi aktorzy będą głodować, żyjąc z resztek Indii 😂😂😂.","Don’t do this, or your actors will starve, living off India’s scraps 😂😂😂.","Aisa mat krna nahi toh tumhare actors bhooke marr jaenge, Hindustan ke tukdo parr pal rahe😂😂😂",1,No,-3.48827123641968,-0.0321039482951164,Yes,-2.00204110145569,-3.56041264533997,No,-6.05279064178467,-1.70967376232147
46,"Jeśli narazisz premiera jakiegokolwiek kraju na niebezpieczeństwo, nawet supermocarstwa kłaniają się u jego stóp, co wy, żaby w studni, wiecie?","If you put a PM of any country in danger, even superpowers bow at their feet, what do you frogs in a well know?",Aaaj ksi bhi desh me PM per tk rkh de waha ki super power tk uske per pdti hai tum kya jano kueee ke mendak,1,No,-3.412269115448,-0.0347665585577488,Yes,-2.22121262550354,-2.96827816963196,No,-5.38515853881836,-1.16598963737488
47,"Co robił twój ojciec? Ile przekrętów zrobił, kiedy twoja mama była upokarzana, ty mulla?","What was your father doing? How many scams did he pull while you were getting your mom humiliated, you mullah?",Tera bap banane aaya tha kya. Kitne ghotale kiye tab apni ma chudva raha tha.. mulle.,1,No,-3.36241316795349,-0.0363308377563953,Yes,-1.98368799686432,-3.35241460800171,No,-5.7583966255188,-1.50184297561646
48,"Ci, którzy modlili się o jego zwycięstwo, żal mi tych biednych dusz 😂😂😂.","Those who were praying for his victory, I feel sorry for those poor souls 😂😂😂.",Jo b uske jitne k liye havan kr rahe the.. bicharo pe taras ati h.. 😂😂😂,1,No,-3.72965168952942,-0.0250734053552151,Yes,-2.27326631546021,-3.62254476547241,No,-5.34736824035645,-1.38945758342743
49,"Spójrz też na śmiałość pakistańskiej armii, co jeszcze mogą zrobić?","Look at the Pakistani army’s audacity too, what else can they do?","Akhir pak army ki kom bhi to dekho , iske alava aur kar bhi kya sakte he",1,No,-3.20244789123535,-0.0427283272147179,Yes,-2.67366933822632,-3.12624406814575,No,-5.63341617584229,-0.644792497158051
50,Nie wkładaj pieniędzy do banku 😊😊😀😀.,Don’t deposit money in the bank 😊😊😀😀.,Bank me Paise hi na daale 😊😊😊😀😀,1,No,-3.75220417976379,-0.024667002260685,Yes,-1.98485374450684,-3.04972267150879,No,-5.90037727355957,-0.750736176967621
51,"Jak długo będziemy błagać o litość od Pakistanu? J&K jest nasz, dlaczego Pakistan robi, co chce? Dlaczego arogancja Pakistanu nie została jeszcze zmiażdżona?","How long will we keep begging for mercy from Pakistan? J&K is ours, why is Pakistan acting as it pleases?
Why hasn’t Pakistan’s arrogance been crushed yet?",Ham kab tak rahm ki bheek pak se magate rainge. J&k hamara hei  pak apni marji kiyon chala raha hei. Pak ki abhi tak kiyon nhi phori hei kudirsti wali.,1,No,-2.80168151855469,-0.063924714922905,Yes,-1.70082402229309,-3.54663872718811,No,-5.36050415039063,-1.99078059196472
52,"Przygotuj się na wojnę, zanim upłynie 5 lat Modiego, w ostatnim roku wojna jest pewna.","Prepare for war, before Modi’s 5 years are up, war is certain in the last year.",Yuddh ki taiyariya karo modi ke 5sal pura hone se pehle last year me yuddh nischant hai,1,No,-2.80645942687988,-0.0635758638381958,Yes,-2.28527569770813,-2.79347252845764,No,-5.41044616699219,-1.35345673561096
53,"Jesteśmy bardzo smutni, gdy przychodzą wiadomości, że tylu naszych żołnierzy zginęło. Dlaczego nigdy nie słyszymy dobrych wiadomości, że nasi żołnierze unicestwili wielu Pakistańczyków? Jak długo nasz rząd będzie pozwalał na męczeństwo żołnierzy? Dlaczego nie opracuje strategii, by wyeliminować Pakistan?","We are very sad whenever news comes that so many of our soldiers are martyred. ""Why don’t we ever hear good news that our soldiers have wiped out a large number of Pakistanis? How long will our government keep letting soldiers be martyred?
Why doesn’t it make a strategy to eliminate Pakistan?""","Hamein bahut dukh hai jab bhi news aati hai hamare itane javan sahid ,kabhi khus khabar nahi aati ki hamare javano ne pakistaniyo ko bahut sankhya mein khak mein mila diya ,hamari sarkar kab tak javano ko sahid karti rahegi kyo  pakistan ko khatam karane ki radniti kyo nahi karati .",1,No,-2.07613635063171,-0.135418683290482,Yes,-1.56937730312347,-2.74472379684448,No,-5.78587341308594,-2.94038677215576
54,"Ludzie nawet nie wiedzą, czym jest wspólny kodeks cywilny, bo jeszcze nie przygotowano żadnego projektu, a niektórzy bezmyślni ludzie łączą to z religią.","People don’t even know what the common civil code is because no draft has been prepared yet, and some brainless people are linking it to religion.",logo ko asal me pata hi nahi hai commen civil code hai kya kyonki iska aajtak koi draft hi tyar nahi hua aur kuch be-akal log ise dharm se jod rahe hain,1,No,-3.41357445716858,-0.0343343578279018,Yes,-1.84676587581635,-2.93843603134155,No,-4.90097188949585,-1.13430440425873
55,Media robią z nas głupców. Tworzą własne historie. Bez powodu. Powinni zostać zgłoszeni. Są zamieszani w podżeganie Indii przeciwko sobie. To wideo jest dość stare. Zrób coś z traktowaniem ludzi z mediów.,"These news people are making fools of us. They’re creating their own stories.
For no reason.
They should be reported.
They’re involved in pitting India against each other.
This video is quite old.
Do something about the news people’s treatment.","Pagal bana rahai hai yai news waalai
Apne story bana rahai hai 

Faltu mai 
In me report hone chayai 

Aadhai Hindustan ko ladaanai mai in ka haat hota hai
Yai vdo kaafe old hai 

Kro kuch news waalo ka treatment",1,No,-1.81144297122955,-0.179851219058037,Yes,-1.33838856220245,-3.11301517486572,No,-4.37516689300537,-1.23352146148682
56,"Bracie, rząd prawie ogłosił wojnę... teraz to walka twarzą w twarz.","Brother, the government has almost declared war... now it’s a face-to-face fight.",Bhai sarkar ne lagbhag war declare kar diya h...ab aamne saamne ki ladai h...,1,No,-3.31873345375061,-0.0380041152238846,Yes,-1.89940702915192,-2.80645513534546,No,-4.83366394042969,-0.961889088153839
57,"Żołnierz, który ginie za kraj, rząd waha się, by dać 5-10 lakh. Co oni zrobili, by kraj był bezpieczny, że dostają takie kwoty?","A soldier who gets martyred for the country, the government hesitates to give 5-10 lakh. What have they done to make the country safe that they get such amounts?",Ek jawan Jo desh ke liye sahid hota hai ye sarkare 5-10 lakh dene me katrati hai enhone esa kya kiya jisse desh surakhit huwa Jo enhe itna amount mil raha hai,1,No,-3.55687952041626,-0.0298179928213358,Yes,-1.77436125278473,-3.10720872879028,No,-4.9481840133667,-1.41814982891083
58,"Hahaha, tak jak wcześniej zrobili chirurgiczny atak.","Hahaha, just like they did a surgical strike before.",Hahahaha jasy pahly sir gi kal strike ki the wsy,1,No,-3.76148200035095,-0.0243870187550783,Yes,-2.18726396560669,-2.31631326675415,No,-5.12668132781982,-0.888307511806488
59,"Jeśli jesteś Hindusem, a okażesz się Pakistańczykiem, powiemy ci, co robimy ze szpiegami.","If you’re an Indian and turn out to be Pakistani, you’ll be told what we do with spies.",India ka hoke pakistani nikala to tujhe bataya jayega jasoos ke sath kya karte hai,1,No,-2.95761728286743,-0.0543808192014694,Yes,-2.15414357185364,-3.43478226661682,No,-5.4866361618042,-1.66839218139648
60,"Nie ma potrzeby czekać dwa dni, zabij armię Pakistanu dzisiaj.","No need to wait two days, kill the Pak army today.",Do din rukne ki jarurat hi nhi aaj hi mar le Pak army ki,1,No,-2.48809766769409,-0.0878425389528275,Yes,-2.10958051681519,-3.29258108139038,No,-5.2238621711731,-0.879516005516052
61,"Żołnierze kraju giną, rząd centralny nic nie robi.","The country’s soldiers are dying, the central government is doing nothing.",DESH KE JAWAN MAR RAHE HAI        CENTRAL  GOVT    KUCH NAHI KER RAHI,1,No,-2.81614184379578,-0.0625599399209023,Yes,-2.18758535385132,-3.19138097763062,No,-4.87686538696289,-1.40177929401398
62,"Nie poczęstowałeś Anglików alkoholem, dlatego... Po obietnicy poczęstowania alkoholem...","You didn’t offer drinks to the British, that’s why... After promising to offer drinks...","England walo ko daru nahi pilayi  hogi ..  ishliye.............
Pilane ka promisse karne ke bad ........",1,No,-2.46194648742676,-0.090242475271225,Yes,-2.04795980453491,-3.07201147079468,No,-4.827721118927,-0.948048174381256
63,"Nie ma już dzieci, trzymaj się za głowę i płacz, i znajdź nowego wroga BJP, który ci pomoże.","There are no kids left now, hold your head and cry, and find a new BJP enemy to help you.",Nahi bachi hein ab Sir pakad ke royiye aur koi naya BJP ka dushman dhundiyen jo aapki mada kare...,1,No,-2.86759924888611,-0.0596100725233555,Yes,-1.53325319290161,-2.98623609542847,No,-5.22331428527832,-1.35395908355713
