ID,polish,english,hindi,label,pred_english,conf_english_yes,conf_english_no,pred_polish,conf_polish_yes,conf_polish_no,pred_hindi,conf_hindi_yes,conf_hindi_no
10,Śmiecia zutylizować. Tęczowe lewactwo również (⌐ ͡■ ͜ʖ ͡■),Dispose of the trash. Rainbow leftism too (⌐ ͡■ ͜ʖ ͡■),कचरे को नष्ट करो। इंद्रधनुषी वामपंथ को भी (⌐ ͡■ ͜ʖ ͡■),1,No,-8.328125,-8.328125,No,-8.59375,-8.59375,No,-11.953125,-11.953125
11,"Anglicy to bydło i przyjeżdzajac do nas robia grubą trzode. Jednak prawie zawsze znajda sie jacys polacy lizacy im dupe do porzygu. Nie wiem czy to chec popisania sie angielskim czy liczenie na to, ze zaczna im stawiac kolejki. Jakos nie zauwazylem, zeby w podobny sposob anglicy kleili sie do polakow (w Anglii)","The English are cattle, and when they come here, they act like total pigs. Yet there are always some Poles kissing their asses to death. I don’t know if it’s to show off their English or hoping they’ll buy them drinks. I haven’t noticed the English sucking up to Poles like that in England.","अंग्रेज पशु हैं, और जब वे यहाँ आते हैं, तो पूरी तरह सुअर जैसे व्यवहार करते हैं। फिर भी हमेशा कुछ पोलिश लोग उनकी चाटुकारिता करते हैं। पता नहीं ये अपनी अंग्रेजी दिखाने की चाहत है या ये उम्मीद कि वे उन्हें ड्रिंक पिलाएंगे। मैंने नहीं देखा कि अंग्रेज इंग्लैंड में पोलिश लोगों से इस तरह चिपकते हों।",1,No,-6.68359375,-6.68359375,No,-6.3984375,-6.3984375,No,-10.3671875,-10.3671875
12,{USERNAME} typowy czarnuch jest typowy.,{USERNAME} A typical nigger is typical.,{USERNAME} एक आम काला वही आम काला है।,1,No,-6.46484375,-6.46484375,No,-7.375,-7.375,No,-10.1953125,-10.1953125
13,{USERNAME}: To prawda. Wuefiści to też zazwyczaj najbardziej lubiani nauczyciele. No a wuefistki to mają zazwyczaj dobre mięśnie kegla-wsadzisz uja to ściśnie jak dziadek do orzechów a nie takie rozklekotane torby jak u większości p0lek.,"{USERNAME}: It’s true. PE teachers are usually the most liked. And female PE teachers usually have strong Kegel muscles—stick your dick in, and it squeezes like a nutcracker, not like the loose bags most Polish women have.","{USERNAME}: सच है। पीई शिक्षक आमतौर पर सबसे ज्यादा पसंद किए जाते हैं। और महिला पीई शिक्षिकाओं के पास आमतौर पर मजबूत केगल मांसपेशियां होती हैं—लंड डालो तो वो अखरोट तोड़ने की मशीन की तरह जकड़ लेता है, न कि पोलिश औरतों की तरह ढीली थैलियां।",1,No,-6.38671875,-6.38671875,No,-7.1640625,-7.1640625,No,-9.3359375,-9.3359375
14,pierdolone pedalstwo,pFucking gay shit.,गंदा समलैंगिक कचरा।,1,No,-6.53125,-6.53125,No,-7.70703125,-7.70703125,No,-12.015625,-12.015625
15,"Im więcej tych gejów, pedofilów, zoofilów oraz innych zjebów w przestrzeni publicznej tym większe szanse na 60% poparcie dla PiS w następnych wyborach. Chyba przywódcy PO kończyli politologie w Piżdzichowie a z historii mieli pałę na szynach ..","The more gays, pedophiles, zoophiles, and other freaks in public spaces, the higher the chance they’ll get 60% support in the next elections. PO’s leaders must have studied political science in Shitsville and failed history miserably.","जितने ज्यादा समलैंगिक, पीडोफाइल्स, zoophiles, और अन्य सनकी सार्वजनिक जगहों पर होंगे,, उतनी ही ज्यादा संभावना है कि अगले चुनाव में PiS को 60% समर्थन मिलेगा। शायद PO के नेताओं ने शिट्सविल में राजनीति शास्त्र पढ़ा और इतिहास में फेल हो गए।",1,No,-7.44921875,-7.44921875,No,-6.125,-6.125,No,-10.5859375,-10.5859375
16,niger,Nigger.,काला।,1,No,-6.83984375,-6.83984375,No,-8.59375,-8.59375,No,-11.0625,-11.0625
17,{USERNAME}: dlatego onuceki powinni być natychmiast rozstrzeliwane i do dołu z wapnem albo gwałcone przez napalone świnie (czyli zwierzęta na ich poziomie IQ). Ta swołocz pokazała już nie raz co potrafi.,That’s why shills should be shot on sight and thrown into a lime pit or raped by horny pigs (animals on their IQ level). That’s rabble has shown what it’s capable of more than once.,"इसलिए शिल्स को तुरंत गोली मार देनी चाहिए और चूने के गड्ढे में फेंक देना चाहिए, या फिर सींगी सुअरों (उनके IQ स्तर के जानवरों) से बलात्कार करवाना चाहिए। इस भीड़ ने कई बार दिखाया है कि ये क्या कर सकती है।",1,No,-5.82421875,-5.82421875,No,-6.7421875,-6.7421875,No,-10.359375,-10.359375
18,Mała niggerinka?,Little nigger girl?,"छोटी काली लड़की?""
hs_000851,3.0,""{USERNAME}: jak zawsze spasiona murzynka tępa jak łopata... jak widzę te czarne świnie to mnie wzdryga",1,No,-6.390625,-6.390625,No,-5.94921875,-5.94921875,No,-10.6171875,-10.6171875
19,{USERNAME}: nie możesz udowodnić swojego kłamstwa i zacząłeś kłamać jak każdy inny ruski śmieć xD,{USERNAME}: You can’t prove your lie and started lying like every other Russian trash xD,{USERNAME}: तुम अपने झूठ को साबित नहीं कर सकते और हर रूसी कचरे की तरह झूठ बोलने लगे xD,1,No,-6.1953125,-6.1953125,No,-7.27734375,-7.27734375,No,-9.8984375,-9.8984375
20,"Jebane zwierzę, powinno się go po prostu oddać innym zwierzętom do zerżnięcia ¯\\_(ツ)\_/¯ Tak na marginesie, żołnierz z takim bebzonem i cyckami? Czy tam już żadnych standardów nie ma?","Fucking animal, they should just give him to other animals to fuck ¯(ツ)/¯ By the way, a soldier with that belly and tits? Are there no standards anymore?","गंदा जानवर, इसे बस दूसरे जानवरों को चोदने के लिए दे देना चाहिए ¯(ツ)/¯ वैसे, इतने बड़े पेट और चूचियों वाला सैनिक? वहाँ अब कोई मानक नहीं बचा क्या?",1,No,-6.55078125,-6.55078125,No,-7.73828125,-7.73828125,No,-11.359375,-11.359375
21,"{USERNAME}: Czarnuch pewnie, skoro czarny to przeciwieństwo białego, no i biorąc pod uwagę smak serka no to raczej Czarnuch, ale to taka droga dedukcji, że pewnie nawet 10 latek by wiedział.","{USERNAME}: It’s probably a nigger, since black is the opposite of white, and considering the taste of the cheese, it’s probably a nigger, but that’s such obvious reasoning even a 10-year-old would get it.","{USERNAME}: शायद काला ही होगा, क्योंकि काला गोरे का उल्टा है, और चीज़ के स्वाद को देखते हुए तो काला ही, लेकिन ये इतना आसान तर्क है कि 10 साल का बच्चा भी समझ लेगा।",1,No,-6.5390625,-6.5390625,No,-7.74609375,-7.74609375,No,-9.0625,-9.0625
22,"{USERNAME} ty pustostanie umysłowy. Pedalki i lezby?. Ty psi pomiocie, ty tępa dzido, ty umysłowy pustostanie.","{USERNAME} You empty-headed fuck. Fags and dykes? You dog spawn, you dumb slut, you mental void.","{USERNAME} तुम दिमागी खालीपन। समलैंगिक और लेस्बियन? तुम कुत्ते की औलाद, तुम मूर्ख औरत, तुम दिमागी खालीपन।",1,No,-6.3359375,-6.3359375,No,-7.0390625,-7.0390625,No,-9.78125,-9.78125
23,"pan jude chyba nie zdaje sobie sprawy co dla jego narodu oznacza dokładne sprawdzenie faktów historycznych, nagle z 6 000 000 będzie 600 000 a zamiast zagazowania i pieców będzie tyfus","Mr. Jew probably doesn’t realize what it means for his people if historical facts are thoroughly checked. Suddenly, 6,000,000 becomes 600,000, and instead of gassing and ovens, it’s typhus.","यहूदी साहब को शायद नहीं पता कि ऐतिहासिक तथ्यों की गहन जाँच उनके लोगों के लिए क्या मायने रखती है। अचानक 6,000,000 से 600,000 हो जाएगा, और गैस और भट्टियों की जगह टाइफस होगा।",1,No,-6.6484375,-6.6484375,No,-5.9921875,-5.9921875,No,-10.8203125,-10.8203125
24,"{USERNAME}: Uzywany i przemeczony, pewnie chwile wczesniej wyszedl z pola bawelny.","{USERNAME}: Used and worn out, probably just came from the cotton field.","{USERNAME}: इस्तेमाल किया हुआ और थका हुआ, शायद अभी-अभी कपास के खेत से आया।",1,No,-6.8984375,-6.8984375,No,-7.53125,-7.53125,No,-10.515625,-10.515625
25,"{USERNAME}: trzeba być przygotowanym, ale nie bać się ruskiego ścierwa ...",{USERNAME}: You gotta be prepared but not scared of Russian scum…,"{USERNAME}: तैयार रहना चाहिए, लेकिन रूसी कचरे से डरना नहीं चाहिए...",1,No,-6.64453125,-6.64453125,No,-7.72265625,-7.72265625,No,-9.828125,-9.828125
26,"{USERNAME}: ja jak byłem dzieciakiem też przeżywałem rozwód rodziców, okazuje się wtedy że kobiety to największe kurwy, myślące tylko o sobie. Trzymaj się miras, wspieraj szwagra i dzieciaki, czekam na kolejną część.","{USERNAME}: When I was a kid, I went through my parents’ divorce too. Turns out women are the biggest whores, only thinking about themselves. Hang in there, bro, support your brother-in-law and the kids, waiting for the next part.","{USERNAME}: जब मैं बच्चा था, मैंने भी माता-पिता के तलाक को झेला। पता चला कि औरतें सबसे बड़ी रंडियाँ होती हैं, सिर्फ अपने बारे में सोचती हैं। डटे रहो, भाई, अपने साले और बच्चों का साथ दो, अगले हिस्से का इंतज़ार है।",1,No,-6.23828125,-6.23828125,No,-5.859375,-5.859375,No,-9.2109375,-9.2109375
27,"Trzeba by armatki parowej z chilli, taka mgła by ich szybko ustawiła…. Albo pozbierać watachy wilków i je tam wpuścić, muzułmanie boją się psa bo to zwierzęta nie czyste a do tego Wilk ;@) #pieknie #ogladac","We’d need a steam cannon with chili, that mist would set them straight quick... Or gather packs of wolves and let them loose there, Muslims are scared of dogs because they’re “unclean” animals, and a wolf to boot ;@) #beautiful #watch","हमें मिर्ची वाली भाप तोप चाहिए, वो धुंध उन्हें जल्दी ठीक कर देगी... या फिर भेड़ियों के झुंड इकट्ठा करके वहाँ छोड़ दो, मुसलमान कुत्तों से डरते हैं क्योंकि वे “अशुद्ध” जानवर हैं, और वो भी भेड़िया ;@) #खूबसूरत #देखो",1,No,-7.90625,-7.90625,No,-8.3203125,-8.3203125,No,-10.1015625,-10.1015625
28,"{USERNAME}: dwa lata pracy na plantacji bawełny powinny wystarczyć, żeby przemyślał swoje zachowanie.",{USERNAME}: Two years working on a cotton plantation should be enough for him to rethink his behavior.,{USERNAME}: कपास के बागान में दो साल काम करना उसके व्यवहार पर पुनर्विचार करने के लिए काफी होना चाहिए।,1,No,-8.0078125,-8.0078125,No,-8.109375,-8.109375,No,-9.171875,-9.171875
29,{USERNAME}: aha czyli pojawiles sie z kosmosu jakos w 2005 roku bo taki gamon nie moze miec wiecej jak 15 lat i to ze rozjebali i okradli caly kraj nie zaszkodzilo twoim przodkom i następnym pokoleniom twojej rodziny. Chyba ze pochodzisz z rodziny folksdojczy to nie mam pytań. Jezu slodki wykop to na prawde miejsce pelne zwyklych debili. A kolor bordowy to chyba za szczegolne debilizmy jest przyznawany,"{USERNAME}: So you popped out of space around 2005 because a moron like you can’t be older than 15, and the fact that they fucked up and robbed the whole country didn’t hurt your ancestors or the next generations of your family. Unless you come from a Volksdeutsche family, then I have no questions. Sweet Jesus, Wykop is truly a place full of ordinary idiots. And the burgundy color is probably awarded for exceptional stupidity.","{USERNAME}: तो तुम 2005 के आसपास अंतरिक्ष से आए, क्योंकि तुम जैसे मूर्ख 15 साल से ज्यादा के नहीं हो सकते, और ये कि उन्होंने पूरे देश को बर्बाद और लूट लिया, इससे तुम्हारे पूर्वजों या तुम्हारी अगली पीढ़ियों को कोई नुकसान नहीं हुआ। जब तक तुम Volksdeutsche परिवार से नहीं हो, तब मेरे कोई सवाल नहीं। मीठे यीशु, Wykop वाकई आम मूर्खों से भरा हुआ है। और बरगंडी रंग शायद खास मूर्खता के लिए दिया जाता है।",1,No,-6.5859375,-6.5859375,No,-6.27734375,-6.27734375,No,-8.53125,-8.53125
30,Ścigać tego tęczowego nazistę!,Chase down that rainbow Nazi!,उस इंद्रधनुषी नाज़ी को खदेड़ो!,1,No,-6.77734375,-6.77734375,No,-6.01171875,-6.01171875,No,-10.5390625,-10.5390625
31,"> Rosjanin synonim od KURWY, CIOTY, DZIKUSA {USERNAME}: gdyby spadło","{USERNAME}: Russian is a synonym for whore, fag, savage {USERNAME}: If it got deleted.","रूसी रंडी, समलैंगिक, जंगली का पर्याय है {USERNAME}: अगर हट गया।",1,No,-6.3671875,-6.3671875,No,-7.5859375,-7.5859375,No,-11.0703125,-11.0703125
32,Nie taniej wykastrowac cala afryke? ¯\\_(ツ)\_/¯ Wszyscy na tym skorzystamy,Wouldn’t it be cheaper to castrate all of Africa? ¯(ツ)/¯ Everyone would benefit.,क्या पूरे अफ्रीका को नपुंसक करना सस्ता नहीं होगा? ¯(ツ)/¯ सबको फायदा होगा।,1,No,-7.26171875,-7.26171875,No,-7.38671875,-7.38671875,No,-12.015625,-12.015625
33,"Z jednej strony chuj im w dupę, bo to legalna mafia, z drugiej chuj w dupę ruskim i ich węglowi","On one hand, fuck them in the ass, because they’re a legal mafia, on the other, fuck the Russkis and their coal in the ass.","एक तरफ, उनकी गांड में लंड, क्योंकि वे कानूनी माफिया हैं, दूसरी तरफ, रूसियों और उनके कोयले की गांड में लंड।",1,No,-6.3515625,-6.3515625,No,-5.76171875,-5.76171875,No,-11.984375,-11.984375
34,"{USERNAME}: Obecnie ""dziffka"" jest bardziej kobieca i uczuciowa od tych zwierząt mijanych nam na drodze i tinderze.","{USERNAME}: Nowadays, a “wh0re” is more feminine and emotional than those animals we pass on the street or swipe on Tinder.","{USERNAME}: आजकल एक “रंडी” उन जानवरों से ज्यादा नारी और भावुक है, जिन्हें हम सड़क पर या टिंडर पर देखते हैं।",1,No,-7.02734375,-7.02734375,No,-6.5078125,-6.5078125,No,-9.9921875,-9.9921875
35,{USERNAME}: where bambo i blm,{USERNAME}: Where’s Bambo and BLM?,{USERNAME}: बैंबू और BLM कहाँ हैं?,1,No,-6.72265625,-6.72265625,No,-8.9453125,-8.9453125,No,-9.875,-9.875
36,"{USERNAME}: komu przeszkadza ""czarnuch"", ""murzyn"" w polsce, i jak kto ma w tym interes?","{USERNAME}: Who in Poland is bothered by “nigger” or “Negro,” and who has an interest in that?","{USERNAME}: पोलैंड में “काला” या “नीग्रो” से किसे परेशानी है, और इसमें किसका फायदा है?",1,No,-4.84765625,-4.84765625,No,-6.62109375,-6.62109375,No,-10.59375,-10.59375
37,"{USERNAME}: ale WOT jest bardzo pożyteczny, natomiast dewiacja kolorowa to tylko do szpitali się nadaje","{USERNAME}: But Territorial Army is very useful, whereas the rainbow deviation is only good for hospitals.","{USERNAME}: लेकिन टेरिटोरियल आर्मी बहुत उपयोगी है, जबकि इंद्रधनुषी विकृति सिर्फ अस्पतालों के लिए ठीक है।",1,No,-6.57421875,-6.57421875,No,-6.83984375,-6.83984375,No,-10.390625,-10.390625
38,{USERNAME}: przywrocil czysta rasowo europe,{USERNAME}: Restore a racially pure Europe.,{USERNAME}: नस्लीय रूप से शुद्ध यूरोप को बहाल करो।,1,No,-6.890625,-6.890625,No,-7.44140625,-7.44140625,No,-10.1796875,-10.1796875
39,W tym tempie nie pozbędą się tej zarazy nigdy. Przecież Nigeria (jak zresztą chyba wszystkie państwa w Afryce) ma bardzo duży przyrost naturalny.,"At this rate, they’ll never get rid of that plague. Nigeria (like probably every African country) has a very high birth rate.",इस रफ्तार से वे इस बीमारी से कभी छुटकारा नहीं पाएंगे। नाइजीरिया (शायद हर अफ्रीकी देश की तरह) में बहुत अधिक जन्म दर है।,1,No,-5.62890625,-5.62890625,No,-7.64453125,-7.64453125,No,-11.7578125,-11.7578125
40,Czy Belgia i Kanada są krajami afrykańskimi? Dlaczego w ich zespołach biegają czarne małpy? #mecz,Are Belgium and Canada African countries? Why are there black monkeys running in their teams? #match,क्या बेल्जियम और कनाडा अफ्रीकी देश हैं? उनकी टीमों में काले बंदर क्यों दौड़ रहे हैं? #मैच,1,No,-5.953125,-5.953125,No,-5.38671875,-5.38671875,No,-11.1640625,-11.1640625
41,{USERNAME} skad kurwa sie to gowno wzielo to lgbt tak znikad japierdole,"{USERNAME} Where the fuck did this LGBT shit come from out of nowhere, fucking hell.","{USERNAME} ये LGBT का कचरा कहाँ से आया, अचानक से, भड़वास।",1,No,-6.79296875,-6.79296875,No,-8,-8,No,-10.625,-10.625
42,O co chodzi z tym opuszczaniem spodni wśród czarnuchów?,What’s up with niggers sagging their pants?,कालों के पैंट नीचे करने का क्या चक्कर है?,1,No,-6.3125,-6.3125,No,-7.76953125,-7.76953125,No,-11.296875,-11.296875
43,"{USERNAME}: Nie możesz tego czytać, bo jesteś ograniczony intelektualnie. Dlatego powtarzam, nie kwestionuj, grzecznie słuchaj co ci mówi Onet i wypierdalaj na front strzelać się z kacapami.","{USERNAME}: You can’t read this because you’re intellectually limited. So I’ll repeat, don’t question, obediently listen to what Onet tells you, and fuck off to the front to shoot Russkis.","{USERNAME}: तुम इसे पढ़ नहीं सकते क्योंकि तुम बौद्धिक रूप से सीमित हो। इसलिए दोहराता हूँ, सवाल मत करो, चुपचाप सुनो जो Onet तुम्हें बताता है, और भाड़ में जाओ मोर्चे पर रूसियों को गोली मारने।",1,No,-6.08984375,-6.08984375,No,-8.0703125,-8.0703125,No,-9.1640625,-9.1640625
44,"> Ktos mi powie czemu tak jest, ze pojawiaja sie tego typu newsy a potem nastepnego dnia jak UAF podaje podsumowanie strat RUS to tego tam nie widac? ( ͡° ͜ʖ ͡°) {USERNAME}: Ruski śmieciu bo może to jest podawane z opóźnieniem?","{USERNAME}: Can someone tell me why it’s like this, these kinds of news pop up, and then the next day when UAF reports RUS losses, it’s not there? ( ͡° ͜ʖ ͡°) {USERNAME}: Russian trash, maybe it’s reported with a delay?","क्या कोई बता सकता है कि ऐसा क्यों है, इस तरह की खबरें आती हैं, और फिर अगले दिन जब UAF रूसी नुकसान की रिपोर्ट देता है, तो वो वहाँ नहीं होता? ( ͡° ͜ʖ ͡°) {USERNAME}: रूसी कचरा, शायद ये देरी से बताया जाता है?",1,No,-5.9375,-5.9375,No,-6.96875,-6.96875,No,-10.8515625,-10.8515625
45,{USERNAME}: On walczy o wolnosc tylko swoja do robienia co mu sie podoba kosztem wolnosci innych. Tak dzialaja terrorysci z LGBT.,"{USERNAME}: He’s fighting for freedom, but only his own to do whatever he wants at the expense of others’ freedom. That’s how LGBT terrorists operate.","{USERNAME}: वो आज़ादी के लिए लड़ रहा है, लेकिन सिर्फ अपनी, जो वो दूसरों की आज़ादी की कीमत पर चाहता है। LGBT आतंकवादी इसी तरह काम करते हैं।",1,No,-6.21484375,-6.21484375,No,-6.7890625,-6.7890625,No,-10.3125,-10.3125
46,{USERNAME}: taki masz ból dupska o ten marsz kibiców że aż tworzysz sobie urojenia i projekcje w głowie o atakach na Białorusinów XDDD. Jak na razie to zwierzęta spod tęczowej flagi wszystkich atakują konfabulatorko.,"{USERNAME}: You’re so butthurt about this sports fans’ march that you’re creating delusions and projections in your head about attacks on Belarusians XDDD. So far, it’s the animals under the rainbow flag attacking everyone, you confabulating liar.","{USERNAME}: तुम्हें इस खेल प्रशंसकों के मार्च से इतनी जलन है कि तुम अपने दिमाग में बेलारूसियों पर हमलों के वहम और प्रक्षेपण बना रहे हो XDDD। अभी तक तो इंद्रधनुषी झंडे वाले जानवर ही सब पर हमला कर रहे हैं, तुम झूठी अफवाहबाज।",1,No,-7.2890625,-7.2890625,No,-7.44921875,-7.44921875,No,-9.703125,-9.703125
47,{USERNAME}: Bo hitler miał racje ale mu nie wyszło,"{USERNAME}: Because Hitler was right, but he failed.","{USERNAME}: क्योंकि हिटलर सही था, लेकिन वो नाकाम रहा।",1,No,-7.42578125,-7.42578125,No,-6.94921875,-6.94921875,No,-9.8046875,-9.8046875
48,Co w tym oburzającego? Na lekcjach z tęczowymi dostali by penisy. Sami sobie odpowiedzcie kto jest bardziej pojebany.,"What’s so outrageous about it? In classes with rainbows, they’d get penises. Answer for yourselves who’s more fucked up.",इसमें इतना चौंकाने वाला क्या है? इंद्रधनुषी कक्षाओं में उन्हें लंड मिलते। खुद जवाब दो कि कौन ज्यादा पागल है।,1,No,-6.06640625,-6.06640625,No,-6.20703125,-6.20703125,No,-11.359375,-11.359375
49,Chcesz dostać jakiegoś hiva i grzyba przy okazji? To sobie gwałć te brudne świnie. Ich trzeba wszystkich po prostu rozjebać za to co robią na Ukrainie i za to co zrobili Polsce przez tyle lat i podczas II wojny światowej.,Want to catch HIV and a fungus on the side? Go ahead and rape those dirty pigs. They all just need to be fucked up for what they’re doing in Ukraine and what they did to Poland for so many years and during WWII.,"एचआईवी और फंगस भी चाहिए? तो इन गंदे सुअरों का बलात्कार करो। इन सबको बस बर्बाद करना है, जो वो यूक्रेन में कर रहे हैं और जो उन्होंने पोलैंड के साथ इतने सालों और द्वितीय विश्व युद्ध के दौरान किया।",1,No,-6.4453125,-6.4453125,No,-6.5859375,-6.5859375,No,-10.640625,-10.640625
50,"Białoruski jemeńczyk ubrany w szmaty armani, uśmiechnięty chodzi i umiera z odwodnienia w lesie przy polskiej granicy. Dobrze to strescilem?","A Belarusian Yemeni dressed in Armani rags, smiling, walking, and dying of dehydration in the forest by the Polish border. Did I summarize it well?","बेलारूसी यमनी, अरमानी के चिथड़ों में, मुस्कुराता हुआ चल रहा है और पोलिश सीमा के जंगल में निर्जन से मर रहा है। मैंने ठीक सारांश दिया?",1,No,-5.8515625,-5.8515625,No,-6.80859375,-6.80859375,No,-11.3203125,-11.3203125
51,"Iran chyba dobrze wyczuł swój moment. Niektórzy Persów mylą z jakimiś preriowymi kozojebcami, a to pomimo skrzywienia islamem całkiem rozsądne skurczybyki.","Iran probably picked the right moment. Some mistake Persians for some prairie goat-fuckers, but despite being warped by Islam, they’re pretty reasonable bastards.","ईरान ने शायद सही समय चुना। कुछ लोग फारसियों को प्रेरी के बकरी-चोदुओं से भ्रमित करते हैं, लेकिन इस्लाम से बिगड़े होने के बावजूद, वे काफी समझदार हरामी हैं।",1,No,-6.51171875,-6.51171875,No,-7.41796875,-7.41796875,No,-11.671875,-11.671875
52,{USERNAME}: mam taką prośbę do różowych jak was ruchał Enrike czy inny Mokabe to proszę wypierdalać z tindera bo brzydzę się wami że mogę złapać HIV czy i me gówno. Dziękuję za uwagę,"{USERNAME}: I have a request for the pink ones: if Enrique or some other Mokabe fucked you, please get the fuck off Tinder because I’m disgusted by you, and I might catch HIV or some shit. Thanks for your attention.","{USERNAME}: मेरी गुलाबी लोगों से गुज़ारिश है: अगर एनरिक या कोई दूसरा मोआकबे ने तुम्हें चोदा, तो कृपया टिंडर से भाड़ में जाओ क्योंकि मुझे तुमसे घिन आती है, और मुझे एचआईवी या कोई गंदगी पकड़ने का डर है। ध्यान देने के लिए धन्यवाद।",1,No,-5.4453125,-5.4453125,No,-6.9453125,-6.9453125,No,-8.2578125,-8.2578125
